t,mu,totalDamage
14.38,-0.01,0.004049960462890623
14.4,0.12875,0.004057758321289061
14.42,0.18375,0.004070509061523436
14.44,0.2075,0.0040850173613281235
14.46,0.14,0.004085171134765623
14.48,0.06125,0.004086581436523436
14.5,0.0575,0.0040867048613281234
14.52,0.1475,0.004087069361328123
14.54,0.1175,0.004087082861328123
14.56,0.0125,0.004089453798828123
14.58,-0.00375,0.0040904600419921855
14.6,-0.00625,0.004090629379882811
14.62,0.01375,0.004090633379882811
14.64,0.095,0.004091148365234373
14.66,0.19125,0.004094481247070311
14.68,0.27875,0.00414579758691406
14.7,0.3225,0.004182048460937498
14.72,0.39625,0.004253230866210936
14.74,0.4525,0.004319723894531249
14.76,0.35,0.004320262339843749
14.78,0.13875,0.004335166522460935
14.8,-0.00375,0.004367211321289061
14.82,-0.1,0.004404050933593749
14.84,-0.05625,0.004404092803710936
14.86,0.03375,0.004405247264648436
14.88,-0.10375,0.004408172342773435
14.9,-0.23,0.004481072939453123
14.92,-0.155,0.004481283876953123
14.94,0.065,0.004493909126953122
14.96,0.24875,0.004535938063476561
14.98,0.25625,0.004538557186523436
15,0.09875,0.004540510678710936
15.02,-0.06,0.004554371910156248
15.04,-0.13125,0.004567649959960935
15.06,-0.15625,0.004573651913085936
15.08,-0.16125,0.004574943616210935
15.1,-0.1525,0.004574943951171873
15.12,-0.06375,0.004575407045898435
15.14,0.085,0.004582409800781248
15.16,0.18875,0.004596381116210935
15.18,0.20875,0.004600270116210935
15.2,0.32875,0.00464106711035156
15.22,0.5525,0.004853698666015621
15.24,0.6475,0.005015812529296872
15.26,0.4775,0.005018269029296872
15.28,0.15125,0.005076916799804685
15.3,-0.17875,0.005297848448242185
15.32,-0.3125,0.005458180529296872
15.34,-0.28375,0.005458192411132809
15.36,-0.14875,0.00546037593066406
15.38,-0.05625,0.005466593737304685
15.4,0.0575,0.0054835070292968725
15.42,0.055,0.005483507037109372
15.44,-0.0225,0.005483763029296872
15.46,-0.08125,0.005484842606445309
15.48,-0.10375,0.005485603405273435
15.5,0.0375,0.005487012484374997
15.52,0.19375,0.005527246450195309
15.54,0.17375,0.005527250450195309
15.56,0.0475,0.005528810525390622
15.58,-0.01375,0.005531713536132809
15.6,0.1325,0.0055332776113281214
15.62,0.37375,0.00563289841894531
15.64,0.6125,0.005867034015624996
15.66,0.7975,0.006232050804687497
15.68,0.83,0.006311927095703121
15.7,0.72625,0.006312485481445309
15.72,0.4675,0.00633574447851562
15.74,0.165,0.00645896690820312
15.76,0.02625,0.006571543997070307
15.78,0.0675,0.00657157909179687
15.8,0.1875,0.00657364037304687
15.82,0.28875,0.006580587942382808
15.84,0.19375,0.006581016629882808
15.86,-0.01625,0.006633031327148433
15.88,-0.16875,0.006828142329101557
15.9,-0.16875,0.006828142329101557
15.92,-0.14,0.006828154210937495
15.94,-0.19375,0.006866516541992183
15.96,-0.22375,0.006915074987304683
15.98,-0.0975,0.006916081140624995
16,0.065,0.00692711247851562
16.02,0.08375,0.006929613010742183
16.04,-0.12875,0.006934410862304683
16.06,-0.17875,0.006938656956054683
16.08,-0.0625,0.006939442460937495
16.1,0.17625,0.0069651628779296825
16.12,0.3275,0.007016918855468745
16.14,0.3825,0.007044573156249996
16.16,0.44125,0.007080202690429683
16.18,0.4975,0.007120760566406245
16.2,0.45625,0.007120795661132807
16.22,0.2425,0.007129051253906245
16.24,0.0325,0.0071710328789062455
16.26,0.07875,0.007171082344726558
16.28,0.3775,0.007191564691406245
16.3,0.53125,0.007248891940429682
16.32,0.45375,0.007249124682617182
16.34,0.195,0.007267900835937495
16.36,-0.1075,0.00737919743945312
16.38,-0.22875,0.007472443874023432
16.4,-0.27625,0.0075559484658203075
16.42,-0.43,0.007879228140624995
16.44,-0.55375,0.008203817526367185
16.46,-0.64875,0.008495832608398434
16.48,-0.63125,0.008495835288085934
16.5,-0.5475,0.008496351593749996
16.52,-0.5225,0.008496838761718747
16.54,-0.62875,0.00849743849316406
16.56,-0.83875,0.009204558672851559
16.58,-0.8925,0.009436386580078122
16.6,-0.5275,0.009460700142578122
16.62,-0.0125,0.00977712258007812
16.64,0.4825,0.010736191267578122
16.66,0.5625,0.010976522267578122
16.68,0.22375,0.01099595831347656
16.7,-0.14125,0.01115079330957031
16.72,-0.46375,0.011516939905273436
16.74,-0.65,0.011867804494140623
16.76,-0.59,0.011867912494140622
16.78,-0.155,0.011928448181640622
16.8,0.28625,0.012278146045898435
16.82,0.24,0.012278195511718748
16.84,-0.2475,0.012354175814453123
16.86,-0.745,0.012914827769531248
16.88,-1.0725,0.014225062246093748
16.9,-1.2225,0.015105348027343748
16.92,-1.25125,0.01528957980175781
16.94,-1.14375,0.015290200950195312
16.96,-1.07,0.015292556974609373
16.98,-1.06,0.015293077435546873
17,-0.91,0.015309449349609372
17.02,-0.52625,0.01548011886425781
17.04,-0.095,0.016062483244140623
17.06,0.31,0.01719235445898437
17.08,0.5125,0.018032928953125
17.1,0.38625,0.018033935106445312
17.12,0.12,0.0180631624921875
17.14,-0.08375,0.01813891658300781
17.16,-0.10875,0.01815281515722656
17.18,0.22,0.018170580242187498
17.2,0.62875,0.018851688209960936
17.22,1.0025,0.021253188759765625
17.24,1.22375,0.023109813147460932
17.26,1.05375,0.02311226964746093
17.28,0.46625,0.02332714226464843
17.3,-0.02,0.024071800330078122
17.32,-0.59125,0.02609932233496093
17.34,-0.88375,0.027790103045898434
17.36,-1.045,0.02894869827929687
17.38,-0.98625,0.028948799668945306
17.4,-0.64875,0.028979806690429682
17.42,-0.26625,0.029184835356445307
17.44,0.12625,0.02975207420996093
17.46,0.59125,0.03113907584667968
17.48,0.91375,0.0327062678720703
17.5,1.1625,0.03432733411523437
17.52,1.13625,0.03432734315917968
17.54,0.6875,0.03438092005273437
17.56,-0.0425,0.03520217917773437
17.58,-0.68625,0.037486733762695304
17.6,-1.2325,0.041276564433593746
17.62,-1.66,0.04585773759570312
17.64,-1.825,0.04803596227929687
17.66,-1.825,0.04803596227929687
17.68,-1.7875,0.04803598864648437
17.7,-1.81875,0.04803600390527343
17.72,-1.79625,0.04803600960058593
17.74,-1.6625,0.04803813830468749
17.76,-1.53875,0.04804772032519531
17.78,-1.5575,0.048047723621093746
17.8,-1.5275,0.04804916469335937
17.82,-0.9675,0.04835126194335937
17.84,-0.3,0.04980928845117187
17.86,0.58375,0.0550238753486328
17.88,1.22375,0.06220487684863281
17.9,1.785,0.07155893988867187
17.92,2.2075,0.08082235405273437
17.94,2.0325,0.08082503374023438
17.96,1.3825,0.08110311186523438
17.98,0.7325,0.08242687749023438
18,0.0825,0.08562020561523437
18.02,-0.505,0.09080117534179688
18.04,-0.7175,0.09333495561523437
18.06,-0.40375,0.09335039824316406
18.08,0.33875,0.09392416569824219
18.1,1.48375,0.09866803577246094
18.12,2.0875,0.10436986067773438
18.14,2.515,0.11393445451367187
18.16,2.775,0.12172920251367186
18.18,2.87125,0.12484854537792969
18.2,2.84,0.12484856063671876
18.22,2.365,0.12491341854687502
18.24,1.8575,0.12536945527148438
18.26,1.35125,0.1266044493779297
18.28,0.845,0.12900812160937503
18.3,0.33875,0.1329697109794922
18.32,-0.0725,0.1376033196699219
18.34,-0.39125,0.1422114174482422
18.36,-0.58375,0.14546975606542972
18.38,-0.675,0.147147168671875
18.4,-0.80875,0.1497665613779297
18.42,-1.0025,0.15391317359960938
18.44,-1.06375,0.15531375806542969
18.46,-0.85625,0.1553182251513672
18.48,-0.3175,0.155521547296875
18.5,0.43,0.1569802520839844
18.52,1.2,0.16111412401367187
18.54,1.69,0.1657547926621094
18.56,1.81875,0.16728882507324222
18.58,1.4975,0.16730540182421877
18.6,0.975,0.1675891638183594
18.62,0.4825,0.16848180506250002
18.64,0.06375,0.1699915470107422
18.66,-0.2425,0.17166769465234377
18.68,-0.46625,0.17325407463574222
18.7,-0.6775,0.17506622153125
18.72,-0.85125,0.1768059065732422
18.74,-0.985,0.17830898416210939
18.76,-1.0425,0.17900099652734378
18.78,-1.03125,0.17900099723925783
18.8,-0.87375,0.1790033992373047
18.82,-0.6875,0.17902336596484378
18.84,-0.48375,0.17908821783886722
18.86,-0.29,0.17921405044140626
18.88,-0.08875,0.17943478065527346
18.9,0.13375,0.17981470514160158
18.92,0.42375,0.1805771339462891
18.94,0.75875,0.18192307574707034
18.96,0.85875,0.18243726973144533
18.98,0.78875,0.18243744123144534
19,0.62875,0.18244335323144534
19.02,0.485,0.18246337412500002
19.04,0.44375,0.18247300641894532
19.06,0.27625,0.18253609267675783
19.08,0.05875,0.18269326973144534
19.1,-0.1325,0.1829242592402344
19.12,-0.35125,0.18332305023144535
19.14,-0.57625,0.18391476366894532
19.16,-0.695,0.18431275401562502
19.18,-0.665,0.18431276751562503
19.2,-0.5375,0.18431470750781254
19.22,-0.45375,0.1843197745791016
19.24,-0.4125,0.18432402664843753
19.26,-0.33375,0.1843363258603516
19.28,-0.2125,0.1843689185234375
19.3,-0.065,0.184437777515625
19.32,0.13625,0.18459994114941408
19.34,0.34625,0.1848772164541016
19.36,0.505,0.18517675401562503
19.38,0.52625,0.18522347162597658
19.4,0.3475,0.18522632729687505
19.42,0.15125,0.1852498388134766
19.44,-0.11625,0.18535608563378908
19.46,-0.31125,0.1855171854931641
19.48,-0.42,0.1856471025761719
19.5,-0.50375,0.18576983512597658
19.52,-0.53875,0.1858274464384766
19.54,-0.5825,0.18590497953906254
19.56,-0.68625,0.1861147538525391
19.58,-0.89625,0.18696142688964845
19.6,-1.12,0.18928312006250003
19.62,-1.36125,0.19540328256152345
19.64,-1.42375,0.19710764720996096
19.66,-1.41875,0.19710764727246097
19.68,-1.4275,0.19721150247460942
19.7,-1.37125,0.19721159146386724
19.72,-1.0775,0.19723293997460942
19.74,-0.7575,0.1973618839746094
19.76,-0.3575,0.1978240239746094
19.78,0.13,0.19910059909179692
19.8,0.5725,0.20121150247460942
19.82,0.825,0.2029258204511719
19.84,1.0125,0.20447489447460943
19.86,0.965,0.20447494806054692
19.88,0.80125,0.20447960815527347
19.9,0.7,0.20449015326367193
19.92,0.705,0.20449015332617193
19.94,0.58375,0.20451430241894536
19.96,0.295,0.2046595813417969
19.98,-0.045,0.2050661990292969
20,-0.2725,0.2055358066621094
20.02,-0.56375,0.20643304165136722
20.04,-0.785,0.2073787614667969
20.06,-1.06875,0.20898246747558596
20.08,-1.2525,0.2102848744121094
20.1,-1.2025,0.21028493691210942
20.12,-1.09,0.21028701991992194
20.14,-0.97625,0.21029541529199225
20.16,-0.81625,0.21032638666699224
20.18,-0.55375,0.21045545730175785
20.2,-0.40125,0.21059329359277348
20.22,-0.39375,0.21060151767675786
20.24,-0.4775,0.21060181139062506
20.26,-0.56875,0.21060419736425787
20.28,-0.50875,0.21060430536425787
20.3,-0.26,0.21077906795117193
20.32,0.00625,0.21128744798925786
20.34,0.30125,0.21216571807128914
20.36,0.51125,0.21303358293847663
20.38,0.61625,0.21355328298144538
20.4,0.7125,0.21408388734960943
20.42,0.9175,0.21539939028710944
20.44,1.13625,0.21726234762597663
20.46,1.22625,0.21818119158691412
20.48,1.1475,0.21818143577343757
20.5,0.995,0.21818737481445322
20.52,0.82625,0.21821319158691416
20.54,0.645,0.21827937969726569
20.56,0.46625,0.21840067958691414
20.58,0.31875,0.21855488023535163
20.6,0.24,0.21866084888085946
20.62,0.255,0.21866085056835943
20.64,0.30375,0.21866097842285165
20.66,0.3675,0.21866188521679694
20.68,0.44125,0.21866492435058602
20.7,0.49125,0.2186687791552735
20.72,0.56375,0.21867781565722663
20.74,0.7,0.21870951688085943
20.76,0.8475,0.21877294971679695
20.78,0.8775,0.21879039087304694
20.8,0.9075,0.21880955327929696
20.82,0.94875,0.21883886085644538
20.84,0.84,0.21883950392578133
20.86,0.57125,0.21886575891113288
20.88,0.3975,0.21892261683398445
20.9,0.29625,0.21897776383300788
20.92,0.23375,0.2190260497021485
20.94,0.1875,0.21909762197460947
20.96,0.19,0.21909762198242194
20.98,0.255,0.21909777574804695
21,0.43375,0.21910508815917978
21.02,0.63875,0.2191435652177735
21.04,0.77625,0.21919966016894538
21.06,0.81375,0.21922042617480475
21.08,0.755,0.2192205275644532
21.1,0.59375,0.21922575017480478
21.12,0.38,0.21926122883398447
21.14,0.21,0.21933046385742194
21.16,0.0725,0.2195507247851563
21.18,-0.05875,0.21984373600097662
21.2,-0.18125,0.22017699227441412
21.22,-0.28125,0.22049576321191414
21.24,-0.39,0.22089385983398446
21.26,-0.5325,0.22150290806250006
21.28,-0.73,0.22252602425585943
21.3,-0.8975,0.2235722136835938
21.32,-1.04375,0.22463136543847662
21.34,-1.05875,0.22474807350097664
21.36,-1,0.22474817489062507
21.38,-0.895,0.2247502689023438
21.4,-0.775,0.22475949643359383
21.42,-0.66375,0.22477888843847663
21.44,-0.5275,0.22482303993164068
21.46,-0.25875,0.22500407350097662
21.48,0.12,0.22556698151562507
21.5,0.46875,0.22653009796191415
21.52,0.65375,0.22725916041503913
21.54,0.72375,0.22757984769628914
21.56,0.725,0.22758580932421882
21.58,0.71125,0.2275858106240235
21.6,0.6475,0.2275860420664063
21.62,0.4675,0.22759434625390632
21.64,0.2425,0.22764197383203133
21.66,0.13125,0.2276904693583985
21.68,0.04,0.22774651888671882
21.7,-0.0125,0.2277863747539063
21.72,-0.05875,0.227826524053711
21.74,-0.10875,0.22787559542089852
21.76,-0.17875,0.227954884584961
21.78,-0.27125,0.22808020539160162
21.8,-0.3625,0.22822887866015631
21.82,-0.40125,0.22830009907128912
21.84,-0.4,0.2283000990722657
21.86,-0.40375,0.2283048662861329
21.88,-0.42625,0.22834872920996102
21.9,-0.45375,0.2284047173408204
21.92,-0.46,0.22841781263867195
21.94,-0.465,0.22842838882617195
21.96,-0.48875,0.22847985093847664
21.98,-0.52125,0.22855360910449227
22,-0.44875,0.22855379964355477
22.02,-0.28875,0.22855989314355477
22.04,-0.215,0.22856797055468758
22.06,-0.2175,0.22856797056250008
22.08,-0.20125,0.22856999312011728
22.1,-0.17125,0.22857504662011727
22.12,-0.16875,0.22857550928417977
22.14,-0.255,0.2285758300937501
22.16,-0.33,0.22857760566015634
22.18,-0.315,0.22857760734765634
22.2,-0.2525,0.22857783840234383
22.22,-0.17875,0.2285793357001954
22.24,-0.11,0.22859257852148446
22.26,-0.00375,0.2286270967392579
22.28,0.065,0.2286585457285157
22.3,0.045,0.2286585497285157
22.32,-0.01875,0.2286588394423829
22.34,-0.13125,0.22866232492089852
22.36,-0.27,0.2286773434160157
22.38,-0.325,0.2286882052285157
22.4,-0.32625,0.2286884913310548
22.42,-0.3525,0.2286949321582032
22.44,-0.3925,0.22870642453320322
22.46,-0.41375,0.22871341085253916
22.48,-0.38125,0.22871342801660166
22.5,-0.3325,0.2287136790410157
22.52,-0.35875,0.228713688084961
22.54,-0.4825,0.22874114037890636
22.56,-0.5625,0.22885914239453134
22.58,-0.555,0.22885914260546886
22.6,-0.52625,0.22885916621191416
22.62,-0.49875,0.22885927193652353
22.64,-0.4,0.22886128790234384
22.66,-0.18125,0.2288868500361329
22.68,0.0675,0.22898416589453136
22.7,0.35875,0.22925007555175791
22.72,0.6425,0.22973398745703133
22.74,0.8475,0.23055197798242194
22.76,0.95125,0.23114882328222663
22.78,1.00375,0.23147536360253915
22.8,0.9925,0.2314753643144532
22.82,0.92125,0.23147564436035165
22.84,0.8125,0.23147886123632821
22.86,0.62375,0.23150279960253917
22.88,0.345,0.2316182963984376
22.9,0.07875,0.23187109016503915
22.92,-0.1625,0.23226849469335947
22.94,-0.275,0.23252087060156257
22.96,-0.27,0.23252087066406257
22.98,-0.14875,0.2325218767548829
23,0.01375,0.23253290809277352
23.02,0.0875,0.23254468798437508
23.04,0.0875,0.23254468798437508
23.06,0.08125,0.2325446881064454
23.08,0.0925,0.23254568743164072
23.1,0.1675,0.23256419297851572
23.12,0.24625,0.23259168306542977
23.14,0.3325,0.2326329716816407
23.16,0.395,0.2326712523457032
23.18,0.3725,0.2326712580410157
23.2,0.25875,0.23267251702246103
23.22,0.06875,0.2326886152177735
23.24,-0.13125,0.23274412193652352
23.26,-0.305,0.2328969577285157
23.28,-0.3675,0.23306532574609384
23.3,-0.38125,0.2331044976591798
23.32,-0.33875,0.23310453604199227
23.34,-0.3275,0.23310457530273446
23.36,-0.38,0.23310464765429695
23.38,-0.4525,0.23332039065429694
23.4,-0.45875,0.23334035732910163
23.42,-0.425,0.23334037655078133
23.44,-0.40125,0.23334045238378914
23.46,-0.345,0.23334109323828134
23.48,-0.29375,0.23334260339160165
23.5,-0.22625,0.23334664136816413
23.52,-0.13125,0.23335792054003915
23.54,0.02,0.23339522245312508
23.56,0.14875,0.23345245816503915
23.58,0.18,0.23347066282812506
23.6,0.185,0.23347374685546884
23.62,0.27375,0.23353687105566415
23.64,0.43875,0.23370182825878916
23.66,0.54625,0.23384789489160163
23.68,0.48625,0.23384800289160163
23.7,0.37125,0.23385057457910163
23.72,0.32125,0.23385359020410162
23.74,0.41875,0.23385405363378914
23.76,0.61375,0.23396857286816414
23.78,0.75375,0.23424303018066414
23.8,0.76125,0.23425967195410163
23.82,0.65625,0.23426025076660165
23.84,0.56125,0.23426367195410164
23.86,0.5275,0.23426605789453134
23.88,0.525,0.23426626499023445
23.9,0.5075,0.23426784131640632
23.92,0.43125,0.23427764045410165
23.94,0.26625,0.23432031564160166
23.96,0.04875,0.23444052449316416
23.98,-0.13375,0.23461813064160164
24,-0.1925,0.23469345608203135
24.02,-0.1925,0.23469345608203135
24.04,-0.18125,0.2346934567939454
24.06,-0.31875,0.23488952937792978
24.08,-0.48,0.23523677042773447
24.1,-0.62125,0.2357490299951173
24.12,-0.74125,0.23626030649511728
24.14,-0.76875,0.23638790365917978
24.16,-0.66,0.23638854672851572
24.18,-0.43625,0.2364062836357423
24.2,-0.205,0.23647748749804698
24.22,-0.0375,0.23658341305859387
24.24,0.0075,0.2366217738359376
24.26,-0.00125,0.23662177417089852
24.28,-0.00875,0.2366217759814454
24.3,0.07125,0.23668425995019543
24.32,0.2875,0.23697711803320323
24.34,0.46875,0.23733546556738291
24.36,0.4325,0.23733548938476573
24.38,0.23375,0.2373419545048829
24.4,0.00875,0.23738413356738292
24.42,-0.195,0.23748167776562512
24.44,-0.3075,0.23756933574414074
24.46,-0.35625,0.23761622337988292
24.48,-0.355,0.23761622338085947
24.5,-0.3025,0.23761630102343761
24.52,-0.295,0.23761633827148448
24.54,-0.3375,0.23761637665429697
24.56,-0.365,0.23762548144726575
24.58,-0.33875,0.23762549049121107
24.6,-0.13625,0.23763146629785167
24.62,0.07,0.23766663788476572
24.64,0.185,0.23770866894726572
24.66,0.17625,0.23770866928222667
24.68,0.1775,0.23770866928320322
24.7,0.30625,0.23777670687597668
24.72,0.425,0.2378720016171876
24.74,0.47375,0.2379268002294923
24.76,0.41125,0.2379269222998048
24.78,0.245,0.23793278508007826
24.8,0.07,0.2379597086933595
24.82,0.0175,0.23797428765625012
24.84,0.055,0.2379743140234376
24.86,0.17,0.23797606094531262
24.88,0.27625,0.23798294951464855
24.9,0.30125,0.2379857105888673
24.92,0.27875,0.2379857162841798
24.94,0.22625,0.2379859215263673
24.96,0.19375,0.23798633173730482
24.98,0.19375,0.23798633173730482
25,0.2125,0.23798633503320327
25.02,0.0825,0.23799095094531264
25.04,-0.04625,0.23801995668652356
25.06,-0.1175,0.23805299625781262
25.08,-0.18,0.23808935548632826
25.1,-0.23125,0.23812485399902356
25.12,-0.2475,0.23813725037500014
25.14,-0.21,0.23813727674218765
25.16,-0.17625,0.2381374312275392
25.18,-0.2025,0.2381374402714845
25.2,-0.27875,0.2381630683056642
25.22,-0.3375,0.23821696697851574
25.24,-0.32625,0.23821696769042983
25.26,-0.31,0.23821697737695324
25.28,-0.39875,0.2382821332275392
25.3,-0.52,0.23844071866015637
25.32,-0.53375,0.23846136977441418
25.34,-0.46125,0.23846156031347668
25.36,-0.315,0.23846660353906263
25.38,-0.26125,0.23847148718847666
25.4,-0.4025,0.23847289626757823
25.42,-0.55375,0.23851266479003919
25.44,-0.5725,0.23854290307617199
25.46,-0.445,0.2385439394121095
25.48,-0.315,0.23855144000585948
25.5,-0.3125,0.23855169107617197
25.52,-0.45,0.23855299088085946
25.54,-0.6025,0.23861116377148447
25.56,-0.62375,0.2386488188212892
25.58,-0.595,0.2386488307031251
25.6,-0.49625,0.23864985515722667
25.62,-0.32375,0.2386623188212892
25.64,-0.12125,0.23871226101660167
25.66,-0.025,0.2387561452265626
25.68,0.0375,0.23879338511914072
25.7,0.14,0.23887157187890634
25.72,0.25375,0.23898665906347666
25.74,0.36875,0.23913765298535167
25.76,0.4575,0.23928086435351575
25.78,0.53375,0.23945555168847665
25.8,0.57875,0.23957406776660167
25.82,0.5375,0.23957410286132824
25.84,0.51125,0.23957422154003916
25.86,0.5,0.23957431195312512
25.88,0.525,0.2395743197656251
25.9,0.5775,0.23957454469531259
25.92,0.72125,0.24000516486621104
25.94,0.85375,0.24048681106152353
25.96,0.90375,0.24069039590527352
25.98,0.68625,0.24069554045996105
26,0.515,0.24071977113085946
26.02,0.39125,0.24075770156933604
26.04,0.38125,0.24076171878808605
26.06,0.40625,0.24076172660058603
26.08,0.42875,0.24076177237402355
26.1,0.425,0.24076177240039073
26.12,0.39625,0.24076178953808605
26.14,0.38625,0.24076181075683606
26.16,0.415,0.24076182263867196
26.18,0.43,0.24076185348242196
26.2,0.37875,0.24076294009082042
26.22,0.28875,0.2408068927158204
26.24,0.24625,0.24083270920800792
26.26,0.30625,0.24083281720800792
26.28,0.45875,0.2408375070595704
26.3,0.6525,0.24086623276757824
26.32,0.6675,0.24087008494335949
26.34,0.4675,0.2408740849433595
26.36,0.2,0.24093961104101574
26.38,-0.01125,0.24114837043652354
26.4,-0.09,0.24125602347070324
26.42,-0.04875,0.2412560585654298
26.44,0.1025,0.24125959013476572
26.46,0.33875,0.24129543129003916
26.48,0.52125,0.2413702130888673
26.5,0.5325,0.24137663479101573
26.52,0.41,0.2413775539238282
26.54,0.23125,0.24139030424511726
26.56,0.06875,0.24142650277050792
26.58,-0.03875,0.2414698418154298
26.6,-0.03875,0.2414698418154298
26.62,-0.0025,0.24146986563281259
26.64,-0.0275,0.2414698734453126
26.66,-0.1525,0.241595820357422
26.68,-0.24125,0.24175717208691416
26.7,-0.255,0.2417845379921876
26.72,-0.20125,0.2417846156357423
26.74,-0.12625,0.24178560510839855
26.76,0.0425,0.2417977032968751
26.78,0.25125,0.24184941116113293
26.8,0.405,0.2419282859921876
26.82,0.3025,0.2419288244375001
26.84,0.0075,0.2419596897343751
26.86,-0.33875,0.24225319590722666
26.88,-0.5625,0.24287024369335947
26.9,-0.59125,0.24296478746191416
26.92,-0.4325,0.2429667878359376
26.94,-0.21875,0.24299063081347666
26.96,-0.04875,0.24304461803222666
26.98,-0.10375,0.24304470121972666
27,-0.2875,0.2430514225937501
27.02,-0.52625,0.24309905452441416
27.04,-0.58125,0.24312011488378915
27.06,-0.4625,0.2431209521640626
27.08,-0.2675,0.24313555751171884
27.1,-0.13125,0.24316567738378916
27.12,-0.1675,0.24316570120117198
27.14,-0.37125,0.24317258938378916
27.16,-0.6175,0.24330513197851572
27.18,-0.69375,0.24358330740722667
27.2,-0.6875,0.243583307529297
27.22,-0.5775,0.24358409291210947
27.24,-0.38875,0.24359749371972667
27.26,-0.22,0.24363647141015635
27.28,-0.23375,0.24363647270996103
27.3,-0.44,0.24364179541015635
27.32,-0.62625,0.24366999496972666
27.34,-0.74125,0.24387692598339855
27.36,-0.8175,0.24422654350000012
27.38,-0.8525,0.24440405144140637
27.4,-0.8425,0.24440405194140635
27.42,-0.7675,0.24440435850390635
27.44,-0.705,0.24440565596484387
27.46,-0.655,0.24440790330859385
27.48,-0.6325,0.24440937544140634
27.5,-0.58125,0.24441403026269543
27.52,-0.48125,0.24442963549707042
27.54,-0.36625,0.24446153568847667
27.56,-0.26125,0.24450739501269542
27.58,-0.16625,0.24456564240722667
27.6,-0.12375,0.24459756246386727
27.62,-0.1,0.24461710535546888
27.64,-0.09375,0.24462245822167977
27.66,-0.12,0.2446224672656251
27.68,-0.06125,0.24465176106933606
27.7,0.1125,0.24485338559179698
27.72,0.21875,0.24501874022558606
27.74,0.17625,0.24501877860839855
27.76,-0.0075,0.24502453098828136
27.78,-0.12875,0.24503972162402354
27.8,-0.14,0.2450418260683595
27.82,-0.1225,0.24504182874804697
27.84,-0.0975,0.245041864451172
27.86,-0.04,0.24504232606835946
27.88,0.02625,0.24504412356542982
27.9,-0.00875,0.24504414500292981
27.92,-0.17375,0.24505356875878917
27.94,-0.39125,0.24513682571972667
27.96,-0.4025,0.24514322142382824
27.98,-0.2675,0.24514445161132825
28,-0.12375,0.24515405107910168
28.02,-0.12375,0.24515405107910168
28.04,-0.14625,0.24515405677441418
28.06,-0.08625,0.24515904753808607
28.08,0.07125,0.24519639681738292
28.1,0.31125,0.24543648981738292
28.12,0.50125,0.24588891588769543
28.14,0.53625,0.24598763839160168
28.16,0.48875,0.24598769197753917
28.18,0.405,0.24598876888476573
28.2,0.375,0.24598973476757824
28.22,0.3825,0.24598973497851573
28.24,0.50375,0.2459908018837892
28.26,0.68375,0.24646546528222668
28.28,0.80625,0.2469346262138673
28.3,0.795,0.2469346269257814
28.32,0.81125,0.24695532579003915
28.34,0.81375,0.24696572163574232
28.36,0.7825,0.24696573689453138
28.38,0.74625,0.2469658754091798
28.4,0.72875,0.2469660286982423
28.42,0.61125,0.24696987351855482
28.44,0.34125,0.2470184659248048
28.46,0.03125,0.2472052864560548
28.48,-0.09375,0.2473394102841798
28.5,-0.0575,0.24733943410156262
28.52,0.09375,0.2473427061826173
28.54,0.1,0.24734304688085948
28.56,-0.035,0.24734427706835949
28.58,-0.2775,0.24762273957226574
28.6,-0.39375,0.24785329629003916
28.62,-0.26375,0.24785439479003918
28.64,0.005,0.2478849972265626
28.66,0.225,0.2479717409921876
28.68,0.36125,0.24806848072753918
28.7,0.33875,0.24806848642285168
28.72,0.2675,0.24806889271484384
28.74,0.26375,0.24806894415722666
28.76,0.35625,0.24806933988378915
28.78,0.49125,0.24820080021191415
28.8,0.58125,0.24831765283691415
28.82,0.51,0.2483178336894532
28.84,0.34125,0.24832456483691415
28.86,0.235,0.24833840863085946
28.88,0.27125,0.24833843244824227
28.9,0.43625,0.24834248410058601
28.92,0.62,0.24841664463085947
28.94,0.7225,0.24859116633593759
28.96,0.67125,0.24859123364160163
28.98,0.5475,0.2485938460234376
29,0.4925,0.2485972498359376
29.02,0.495,0.2485972498437501
29.04,0.3325,0.2486208258515626
29.06,0.21,0.24865847201562508
29.08,0.03,0.2487572127031251
29.1,0.00625,0.24877488951269539
29.12,0.10875,0.2487754279580079
29.14,0.3325,0.2487922523847657
29.16,0.5125,0.2488397626816407
29.18,0.53,0.24884672550781256
29.2,0.33875,0.24885022314160166
29.22,-0.0525,0.24896758052929696
29.24,-0.49625,0.24967401397949227
29.26,-0.66875,0.25017909236230473
29.28,-0.65625,0.25017909333886723
29.3,-0.53,0.25018042793945316
29.32,-0.3375,0.25019726582421886
29.34,-0.11125,0.2502657296044922
29.36,0.055,0.25036864757617194
29.38,-0.00625,0.2503687624677735
29.4,-0.09125,0.25037021165136725
29.42,-0.1225,0.25037144375585946
29.44,-0.1025,0.25037144775585946
29.46,-0.1425,0.2503725074433594
29.48,-0.33375,0.2503980308017579
29.5,-0.61625,0.250519880334961
29.52,-0.81875,0.2511044390712891
29.54,-0.77,0.25110449700000004
29.56,-0.62,0.2511083645390626
29.58,-0.53625,0.25111571170410163
29.6,-0.52875,0.2511166335712891
29.62,-0.57125,0.25111667195410164
29.64,-0.55,0.2511166767519532
29.66,-0.50125,0.25112051882910164
29.68,-0.405,0.25113993057421885
29.7,-0.385,0.25114531849609384
