t,mu,totalMu,totalDamage,
20.7,0.49125,102.77624999999998,0.4270874592876436,
20.72,0.56375,102.84874999999997,0.42710510870552076,
20.74,0.7,102.98499999999999,0.4271670251579286,
20.76,0.8475,103.13249999999998,0.427290917415619,
20.78,0.8775,103.16249999999998,0.4273249821739198,
20.8,0.9075,103.19249999999997,0.42736240874862685,
20.82,0.94875,103.23374999999999,0.42741965011024485,
20.84,0.84,103.34249999999997,0.4274209061050416,
20.86,0.57125,103.61124999999998,0.4274721853733064,
20.88,0.3975,103.78499999999998,0.4275832360038758,
20.9,0.29625,103.88624999999999,0.4276909449863435,
20.92,0.23375,103.94874999999999,0.4277852533245088,
20.94,0.1875,103.99499999999998,0.427925042919159,
20.96,0.19,103.99749999999997,0.4279250429344178,
20.98,0.255,104.06249999999999,0.42792534325790416,
21,0.43375,104.24124999999998,0.4279396253108979,
21.02,0.63875,104.44624999999999,0.4280147758159638,
21.04,0.77625,104.58374999999998,0.4281243362674714,
21.06,0.81375,104.62124999999997,0.4281648948726655,
21.08,0.755,104.67999999999998,0.4281650928993226,
21.1,0.59375,104.84124999999997,0.4281752933101655,
21.12,0.38,105.05499999999998,0.42824458756637585,
21.14,0.21,105.22499999999998,0.4283798122215272,
21.16,0.0725,105.36249999999998,0.42881000934600844,
21.18,-0.05875,105.49374999999998,0.42938229687690743,
21.2,-0.18125,105.61624999999998,0.4300331880359651,
21.22,-0.28125,105.71624999999997,0.4306557875232698,
21.24,-0.39,105.82499999999999,0.43143331998825085,
21.26,-0.5325,105.96749999999997,0.43262286730957045,
21.28,-0.73,106.16499999999998,0.4346211411247255,
21.3,-0.8975,106.33249999999998,0.43666447985076917,
21.32,-1.04375,106.47874999999999,0.43873313562202465,
21.34,-1.05875,106.49374999999998,0.438961081056595,
21.36,-1,106.55249999999998,0.4389612790832521,
21.38,-0.895,106.65749999999998,0.43896536894989024,
21.4,-0.775,106.77749999999997,0.43898339147186294,
21.42,-0.66375,106.88874999999999,0.43902126648139966,
21.44,-0.5275,107.02499999999998,0.43910749986648573,
21.46,-0.25875,107.29374999999999,0.439461081056595,
21.48,0.12,107.67249999999999,0.4405605107727052,
21.5,0.46875,108.02124999999998,0.4424415975818635,
21.52,0.65375,108.20624999999998,0.4438655476856233,
21.54,0.72375,108.27624999999998,0.4444918900318147,
21.56,0.725,108.27749999999997,0.4445035338363649,
21.58,0.71125,108.29124999999999,0.4445035363750459,
21.6,0.6475,108.35499999999999,0.44450398841094985,
21.62,0.4675,108.53499999999998,0.44452020752716076,
21.64,0.2425,108.75999999999999,0.44461323014068616,
21.66,0.13125,108.87124999999997,0.4447079479656221,
21.68,0.04,108.96249999999998,0.4448174197006227,
21.7,-0.0125,109.01499999999999,0.4448952631912233,
21.72,-0.05875,109.06124999999997,0.4449736797924043,
21.74,-0.10875,109.11124999999998,0.44506952230644237,
21.76,-0.17875,109.18124999999998,0.44522438395500197,
21.78,-0.27125,109.27374999999998,0.4454691511554719,
21.8,-0.3625,109.36499999999998,0.4457595286331178,
21.82,-0.40125,109.40374999999997,0.4458986309986116,
21.84,-0.4,109.40499999999997,0.4458986310005189,
21.86,-0.40375,109.40874999999997,0.44590794196510325,
21.88,-0.42625,109.43124999999998,0.44599361173820506,
21.9,-0.45375,109.45874999999998,0.44610296355628976,
21.92,-0.46,109.46499999999997,0.4461285403099061,
21.94,-0.465,109.46999999999997,0.44614919692611704,
21.96,-0.48875,109.49374999999998,0.4462497088642121,
21.98,-0.52125,109.52624999999998,0.4463937677822114,
22,-0.44875,109.59874999999997,0.4463941399288178,
22.02,-0.28875,109.75874999999998,0.44640604129600536,
22.04,-0.215,109.83249999999998,0.4464218174896241,
22.06,-0.2175,109.83499999999998,0.4464218175048829,
22.08,-0.20125,109.85124999999996,0.446425767812729,
22.1,-0.17125,109.88124999999997,0.4464356379299165,
22.12,-0.16875,109.88374999999996,0.4464365415706636,
22.14,-0.255,109.96999999999997,0.4464371681518556,
22.16,-0.33,110.04499999999997,0.4464406360549928,
22.18,-0.315,110.05999999999997,0.44644063935089123,
22.2,-0.2525,110.12249999999997,0.44644109062957776,
22.22,-0.17875,110.19624999999996,0.4464440150394441,
22.24,-0.11,110.26499999999999,0.44646987992477427,
22.26,-0.00375,110.37124999999997,0.446537298318863,
22.28,0.065,110.43999999999997,0.44659872212600715,
22.3,0.045,110.45999999999998,0.4465987299385072,
22.32,-0.01875,110.52374999999998,0.44659929578590407,
22.34,-0.13125,110.63624999999998,0.4466061033611298,
22.36,-0.27,110.77499999999998,0.4466354363594056,
22.38,-0.325,110.82999999999998,0.44665665083694467,
22.4,-0.32625,110.83124999999998,0.4466572096309663,
22.42,-0.3525,110.85749999999997,0.4466697893714906,
22.44,-0.3925,110.89749999999998,0.44669223541641245,
22.46,-0.41375,110.91874999999997,0.44670588057136545,
22.48,-0.38125,110.95124999999997,0.446705914094925,
22.5,-0.3325,110.99999999999997,0.4467064043769837,
22.52,-0.35875,111.02624999999998,0.44670642204093947,
22.54,-0.4825,111.14999999999998,0.4467600398025514,
22.56,-0.5625,111.22999999999998,0.446990512489319,
22.58,-0.555,111.23749999999998,0.44699051290130626,
22.6,-0.52625,111.26624999999999,0.4469905590076447,
22.62,-0.49875,111.29374999999997,0.44699076550102246,
22.64,-0.4,111.39249999999998,0.44699470293426524,
22.66,-0.18125,111.61124999999998,0.447044628976822,
22.68,0.0675,111.85999999999999,0.4472346990127565,
22.7,0.35875,112.15124999999998,0.44775405381202704,
22.72,0.6425,112.43499999999997,0.44869919425201427,
22.74,0.8475,112.63999999999999,0.45029683199691783,
22.76,0.95125,112.74374999999998,0.4514625454730989,
22.78,1.00375,112.79624999999999,0.4521003195362092,
22.8,0.9925,112.80749999999998,0.4521003209266664,
22.82,0.92125,112.87874999999998,0.45210086789131176,
22.84,0.8125,112.98749999999998,0.4521071508522035,
22.86,0.62375,113.17624999999998,0.4521539054737092,
22.88,0.345,113.45499999999998,0.45237948515319837,
22.9,0.07875,113.72124999999997,0.452873222978592,
22.92,-0.1625,113.96249999999998,0.45364940369796763,
22.94,-0.275,114.07499999999999,0.4541423253936768,
22.96,-0.27,114.07999999999998,0.4541423255157472,
22.98,-0.14875,114.20124999999999,0.4541442905368806,
23,0.01375,114.36374999999998,0.4541658361186982,
23.02,0.0875,114.43749999999997,0.45418884371948254,
23.04,0.0875,114.43749999999997,0.45418884371948254,
23.06,0.08125,114.44374999999998,0.4541888439579011,
23.08,0.0925,114.45499999999998,0.4541907957649232,
23.1,0.1675,114.52999999999999,0.45422693941116343,
23.12,0.24625,114.60874999999999,0.4542806309871675,
23.14,0.3325,114.695,0.4543612728157045,
23.16,0.395,114.7575,0.4544360397377015,
23.18,0.3725,114.77999999999999,0.45443605086135874,
23.2,0.25875,114.89374999999998,0.45443850980949413,
23.22,0.06875,115.08374999999998,0.4544699515972138,
23.24,-0.13125,115.28374999999998,0.45457836315727246,
23.26,-0.305,115.45749999999998,0.45487687056350723,
23.28,-0.3675,115.51999999999998,0.45520571434783946,
23.3,-0.38125,115.53374999999998,0.45528222199058543,
23.32,-0.33875,115.57624999999999,0.4552822969570161,
23.34,-0.3275,115.58749999999998,0.45528237363815316,
23.36,-0.38,115.63999999999999,0.45528251494979866,
23.38,-0.4525,115.71249999999998,0.4557038879966737,
23.4,-0.45875,115.71874999999999,0.4557428854084016,
23.42,-0.425,115.75249999999998,0.45574292295074476,
23.44,-0.40125,115.77624999999998,0.4557430710620881,
23.46,-0.345,115.83249999999998,0.45574432273101817,
23.48,-0.29375,115.88374999999999,0.45574727224922196,
23.5,-0.22625,115.95124999999999,0.45575515892219554,
23.52,-0.13125,116.04624999999999,0.4557771885547639,
23.54,0.02,116.19749999999999,0.4558500438537599,
23.56,0.14875,116.32624999999999,0.455961832353592,
23.58,0.18,116.35749999999999,0.45599738833618175,
23.6,0.185,116.36249999999998,0.4560034118270875,
23.62,0.27375,116.45124999999999,0.45612670128059396,
23.64,0.43875,116.61624999999998,0.45644888331794753,
23.66,0.54625,116.72375,0.45673416971015945,
23.68,0.48625,116.78375,0.4567343806476594,
23.7,0.37125,116.89874999999998,0.4567394034748079,
23.72,0.32125,116.94874999999999,0.456745293367386,
23.74,0.41875,117.04624999999999,0.4567461985034944,
23.76,0.61375,117.24124999999998,0.45696986888313307,
23.78,0.75375,117.38125,0.4575059183216096,
23.8,0.76125,117.38874999999999,0.4575384217853547,
23.82,0.65625,117.49374999999998,0.4575395522785187,
23.84,0.56125,117.58874999999999,0.4575462342853547,
23.86,0.5275,117.62249999999999,0.4575508943252564,
23.88,0.525,117.62499999999999,0.4575512988090516,
23.9,0.5075,117.64249999999998,0.45755437757110606,
23.92,0.43125,117.71874999999999,0.4575735165119172,
23.94,0.26625,117.88374999999999,0.45765686648750314,
23.96,0.04875,118.10125,0.45789164940071114,
23.98,-0.13375,118.28375,0.45823853640937817,
24,-0.1925,118.34249999999999,0.45838565641021733,
24.02,-0.1925,118.34249999999999,0.45838565641021733,
24.04,-0.18125,118.35374999999999,0.45838565780067453,
24.06,-0.31875,118.49124999999998,0.45876861206626907,
24.08,-0.48,118.65249999999997,0.4594468172416688,
24.1,-0.62125,118.79374999999999,0.46044732420921336,
24.12,-0.74125,118.91374999999998,0.4614459111232758,
24.14,-0.76875,118.94124999999998,0.46169512433433546,
24.16,-0.66,119.04999999999998,0.4616963803291322,
24.18,-0.43625,119.27374999999998,0.46173102272605904,
24.2,-0.205,119.50499999999998,0.4618700927696229,
24.22,-0.0375,119.67249999999999,0.462076978630066,
24.24,0.0075,119.71749999999997,0.4621519020233156,
24.26,-0.00125,119.72624999999998,0.46215190267753614,
24.28,-0.00875,119.73374999999999,0.46215190621376045,
24.3,0.07125,119.81374999999998,0.4622739452152253,
24.32,0.2875,120.02999999999997,0.46284593365859994,
24.34,0.46875,120.21124999999998,0.46354583118629467,
24.36,0.4325,120.24749999999997,0.4635458777046204,
24.38,0.23375,120.44624999999998,0.4635585048923493,
24.4,0.00875,120.67124999999999,0.46364088587379465,
24.42,-0.195,120.87499999999997,0.46383140188598637,
24.44,-0.3075,120.98749999999998,0.4640026088752748,
24.46,-0.35625,121.03624999999998,0.4640941862888337,
24.48,-0.355,121.03749999999998,0.46409418629074106,
24.5,-0.3025,121.08999999999997,0.4640943379364014,
24.52,-0.295,121.09749999999998,0.46409441068649304,
24.54,-0.3375,121.13999999999999,0.46409448565292366,
24.56,-0.365,121.16749999999999,0.4641122684516908,
24.58,-0.33875,121.19374999999998,0.4641122861156465,
24.6,-0.13625,121.39624999999998,0.4641239576129914,
24.62,0.07,121.60249999999999,0.464192652118683,
24.64,0.185,121.71749999999997,0.46427474403762825,
24.66,0.17625,121.72624999999998,0.4642747446918489,
24.68,0.1775,121.72749999999998,0.4642747446937562,
24.7,0.30625,121.85624999999999,0.46440763061714185,
24.72,0.425,121.97499999999998,0.4645937531585695,
24.74,0.47375,122.02374999999998,0.4647007816982271,
24.76,0.41125,122.08624999999998,0.4647010201168062,
24.78,0.245,122.25249999999998,0.4647124708595277,
24.8,0.07,122.42749999999998,0.4647650560417177,
24.82,0.0175,122.47999999999999,0.46479353057861345,
24.84,0.055,122.51749999999998,0.46479358207702653,
24.86,0.17,122.6325,0.46479699403381364,
24.88,0.27625,122.73874999999998,0.46481044827079787,
24.9,0.30125,122.76374999999999,0.4648158409938814,
24.92,0.27875,122.78624999999998,0.4648158521175386,
24.94,0.22625,122.83874999999998,0.4648162529811861,
24.96,0.19375,122.87124999999997,0.4648170541744234,
24.98,0.19375,122.87124999999997,0.4648170541744234,
25,0.2125,122.88999999999999,0.464817060611725,
25.02,0.0825,123.01999999999998,0.46482607606506365,
25.04,-0.04625,123.14874999999998,0.46488272790336627,
25.06,-0.1175,123.21999999999997,0.4649472583160402,
25.08,-0.18,123.28249999999997,0.46501827243423477,
25.1,-0.23125,123.33374999999998,0.4650876054668428,
25.12,-0.2475,123.34999999999997,0.46511181713867206,
25.14,-0.21,123.38749999999997,0.46511186863708515,
25.16,-0.17625,123.42124999999997,0.4651121703662874,
25.18,-0.2025,123.44749999999996,0.4651121880302431,
25.2,-0.27875,123.52374999999998,0.4651622427845003,
25.22,-0.3375,123.58249999999998,0.4652675136299135,
25.24,-0.32625,123.59374999999997,0.46526751502037067,
25.26,-0.31,123.60999999999999,0.4652675339393617,
25.28,-0.39875,123.69874999999999,0.46539479146003737,
25.3,-0.52,123.81999999999998,0.46570452863311784,
25.32,-0.53375,123.83374999999998,0.46574486284065264,
25.34,-0.46125,123.90624999999997,0.46574523498725906,
25.36,-0.315,124.05249999999998,0.4657550850372316,
25.38,-0.26125,124.10624999999999,0.4657646234149935,
25.4,-0.4025,124.24749999999997,0.4657673755226137,
25.42,-0.55375,124.39874999999998,0.4658450484180452,
25.44,-0.5725,124.41749999999999,0.4659041075706484,
25.46,-0.445,124.54499999999999,0.4659061316642763,
25.48,-0.315,124.67499999999998,0.46592078126144426,
25.5,-0.3125,124.67749999999998,0.46592127163314834,
25.52,-0.45,124.81499999999998,0.4659238103141786,
25.54,-0.6025,124.96749999999997,0.4660374292411806,
25.56,-0.62375,124.98874999999998,0.4661109742603304,
25.58,-0.595,125.01749999999998,0.4661109974670412,
25.6,-0.49625,125.11624999999998,0.4661129983539583,
25.62,-0.32375,125.28874999999998,0.46613734144783037,
25.64,-0.12125,125.49124999999998,0.4662348847980501,
25.66,-0.025,125.58749999999998,0.46632059614563004,
25.68,0.0375,125.64999999999998,0.46639333031082175,
25.7,0.14,125.75249999999998,0.46654603882598894,
25.72,0.25375,125.86624999999998,0.46677081848335283,
25.74,0.36875,125.98124999999999,0.46706572848701494,
25.76,0.4575,126.06999999999998,0.46734543819046037,
25.78,0.53375,126.14624999999998,0.46768662439155595,
25.8,0.57875,126.19125,0.4679181011066439,
25.82,0.5375,126.23249999999999,0.46791816965103167,
25.84,0.51125,126.25874999999999,0.467918401445389,
25.86,0.5,126.26999999999998,0.46791857803344744,
25.88,0.525,126.29499999999999,0.4679185932922365,
25.9,0.5775,126.3475,0.4679190326080324,
25.92,0.72125,126.49124999999998,0.4687600876293184,
25.94,0.85375,126.62374999999997,0.4697008028545381,
25.96,0.90375,126.67374999999998,0.47009842950248737,
25.98,0.68625,126.89124999999999,0.4701084774608614,
26,0.515,127.06249999999997,0.47015580298995985,
26.02,0.39125,127.18624999999997,0.4702298858776094,
26.04,0.38125,127.19624999999998,0.47023773200798047,
26.06,0.40625,127.22124999999997,0.4702377472667696,
26.08,0.42875,127.24374999999998,0.47023783666801466,
26.1,0.425,127.24749999999997,0.4702378367195131,
26.12,0.39625,127.27624999999998,0.47023787019157426,
26.14,0.38625,127.28624999999997,0.47023791163444534,
26.16,0.415,127.31499999999997,0.47023793484115617,
26.18,0.43,127.32999999999997,0.4702379950828554,
26.2,0.37875,127.38124999999997,0.47024011736488364,
26.22,0.28875,127.47124999999997,0.47032596233558677,
26.24,0.24625,127.51374999999996,0.47037638517189045,
26.26,0.30625,127.57374999999996,0.4703765961093904,
26.28,0.45875,127.72624999999996,0.47038575597572346,
26.3,0.6525,127.91999999999996,0.4704418608741762,
26.32,0.6675,127.93499999999996,0.47044938465499897,
26.34,0.4675,128.13499999999996,0.470457197154999,
26.36,0.2,128.40249999999997,0.47058517781448383,
26.38,-0.01125,128.61374999999995,0.470992911008835,
26.4,-0.09,128.69249999999994,0.4712031708412172,
26.42,-0.04875,128.73374999999996,0.47120323938560504,
26.44,0.1025,128.88499999999993,0.47121013698196434,
26.46,0.33875,129.12124999999995,0.47128013923835776,
26.48,0.52125,129.30374999999995,0.4714261974391939,
26.5,0.5325,129.31499999999994,0.4714387398262026,
26.52,0.41,129.43749999999994,0.471440535007477,
26.54,0.23125,129.61624999999995,0.47146543797874474,
26.56,0.06875,129.77874999999995,0.47153613822364826,
26.58,-0.03875,129.88624999999996,0.4716207847957613,
26.6,-0.03875,129.88624999999996,0.4716207847957613,
26.62,-0.0025,129.92249999999996,0.4716208313140871,
26.64,-0.0275,129.94749999999996,0.4716208465728762,
26.66,-0.1525,130.07249999999996,0.4718668366355898,
26.68,-0.24125,130.16124999999997,0.47218197673225426,
26.7,-0.255,130.17499999999995,0.4722354257659914,
26.72,-0.20125,130.22874999999996,0.47223557741355915,
26.74,-0.12625,130.30374999999998,0.47223750997734093,
26.76,0.0425,130.47249999999997,0.4722611392517092,
26.78,0.25125,130.68124999999998,0.47236213117408776,
26.8,0.405,130.83499999999998,0.47251618357849146,
26.82,0.3025,130.93749999999997,0.4725172352294924,
26.84,0.0075,131.23249999999996,0.4725775190124514,
26.86,-0.33875,131.57874999999996,0.4731507732563021,
26.88,-0.5625,131.80249999999995,0.47435594471359277,
26.9,-0.59125,131.83124999999995,0.4745406005115511,
26.92,-0.4325,131.98999999999995,0.47454450749206567,
26.94,-0.21875,132.20374999999996,0.47459107580757165,
26.96,-0.04875,132.37374999999997,0.4746965195941927,
26.98,-0.10375,132.42874999999998,0.47469668206977866,
27,-0.2875,132.61249999999995,0.47470980975341814,
27.02,-0.52625,132.85124999999996,0.4748028408679964,
27.04,-0.58125,132.90624999999994,0.4748439743824007,
27.06,-0.4625,133.02499999999998,0.47484560969543477,
27.08,-0.2675,133.21999999999997,0.47487413576507587,
27.1,-0.13125,133.35624999999996,0.4749329636402132,
27.12,-0.1675,133.39249999999996,0.47493301015853906,
27.14,-0.37125,133.59624999999994,0.4749464636402132,
27.16,-0.6175,133.84249999999997,0.47520533589553854,
27.18,-0.69375,133.91875,0.4757486472797396,
27.2,-0.6875,133.92499999999995,0.47574864751815815,
27.22,-0.5775,134.03499999999997,0.47575018146896386,
27.24,-0.38875,134.22375,0.4757763549213412,
27.26,-0.22,134.39249999999998,0.47585248322296164,
27.28,-0.23375,134.40624999999997,0.4758524857616427,
27.3,-0.44,134.61249999999995,0.47586288166046165,
27.32,-0.62625,134.79874999999998,0.4759179589252474,
27.34,-0.74125,134.91374999999996,0.4763221210613253,
27.36,-0.8175,134.98999999999995,0.4770049677734377,
27.38,-0.8525,135.02499999999998,0.4773516629714968,
27.4,-0.8425,135.03499999999997,0.4773516639480593,
27.42,-0.7675,135.10999999999996,0.4773522627029421,
27.44,-0.705,135.17249999999996,0.4773547968063357,
27.46,-0.655,135.22249999999997,0.4773591861495974,
27.48,-0.6325,135.24499999999995,0.47736206140899684,
27.5,-0.58125,135.29624999999996,0.477371152856827,
27.52,-0.48125,135.39624999999995,0.47740163183021567,
27.54,-0.36625,135.51124999999996,0.477463936891556,
27.56,-0.26125,135.61624999999998,0.4775535058841708,
27.58,-0.16625,135.71124999999995,0.4776672703266146,
27.6,-0.12375,135.75374999999997,0.4777296141872408,
27.62,-0.1,135.77749999999997,0.47776778389740016,
27.64,-0.09375,135.78374999999997,0.4777782387142184,
27.66,-0.12,135.80999999999997,0.47777825637817406,
27.68,-0.06125,135.86874999999998,0.47783547083854694,
27.7,0.1125,136.04249999999996,0.47822926873397853,
27.72,0.21875,136.14874999999998,0.47855222700309774,
27.74,0.17625,136.19124999999997,0.47855230196952847,
27.76,-0.0075,136.37499999999997,0.478563537086487,
27.78,-0.12875,136.49624999999997,0.47859320629692104,
27.8,-0.14,136.5075,0.4785973165397647,
27.82,-0.1225,136.52499999999998,0.4785973217735293,
27.84,-0.0975,136.54999999999998,0.4785973915061953,
27.86,-0.04,136.60749999999996,0.47859829310226465,
27.88,0.02625,136.67374999999998,0.4786018038387301,
27.9,-0.00875,136.70874999999998,0.4786018457088473,
27.92,-0.17375,136.87374999999997,0.47862025148201015,
27.94,-0.39125,137.09125,0.4787828627338412,
27.96,-0.4025,137.1025,0.4787953543434146,
27.98,-0.2675,137.2375,0.47879775705337546,
28,-0.12375,137.38125,0.4788165060138705,
28.02,-0.12375,137.38125,0.4788165060138705,
28.04,-0.14625,137.40375,0.4788165171375277,
28.06,-0.08625,137.46374999999998,0.4788262647228243,
28.08,0.07125,137.62124999999997,0.47889921253395107,
28.1,0.31125,137.86124999999998,0.479368144174576,
28.12,0.50125,138.05124999999998,0.4802517888431551,
28.14,0.53625,138.08624999999998,0.480444606233597,
28.16,0.48875,138.13374999999996,0.48044471089363117,
28.18,0.405,138.21749999999997,0.48044681422805813,
28.2,0.375,138.24749999999997,0.4804487007179262,
28.22,0.3825,138.25499999999997,0.48044870112991356,
28.24,0.50375,138.37624999999997,0.48045078492927573,
28.26,0.68375,138.55624999999998,0.48137786187934894,
28.28,0.80625,138.67874999999998,0.4822941918239596,
28.3,0.795,138.68999999999997,0.48229419321441674,
28.32,0.81125,138.70624999999995,0.4823346206836703,
28.34,0.81375,138.70874999999998,0.4823549250698092,
28.36,0.7825,138.73999999999998,0.4823549548721316,
28.38,0.74625,138.77624999999998,0.48235522540855436,
28.4,0.72875,138.79375,0.48235552480125454,
28.42,0.61125,138.91125,0.48236303421592736,
28.44,0.34125,139.18124999999998,0.4824579412593844,
28.46,0.03125,139.49124999999998,0.48282282510948205,
28.48,-0.09375,139.61624999999998,0.48308478571128866,
28.5,-0.0575,139.65249999999997,0.4830848322296145,
28.52,0.09375,139.80374999999998,0.4830912230129244,
28.54,0.1,139.80999999999997,0.4830918884391787,
28.56,-0.035,139.945,0.4830942911491396,
28.58,-0.2775,140.18749999999997,0.48363816322708153,
28.6,-0.39375,140.30374999999998,0.48408846931648275,
28.62,-0.26375,140.43374999999997,0.4840906148242953,
28.64,0.005,140.7025,0.48415038520813014,
28.66,0.225,140.92249999999996,0.48431980662536644,
28.68,0.36125,141.05874999999997,0.48450875142097494,
28.7,0.33875,141.08124999999995,0.48450876254463215,
28.72,0.2675,141.15249999999997,0.4845095560836794,
28.74,0.26375,141.15624999999994,0.48450965655708333,
28.76,0.35625,141.24874999999997,0.4845104294605257,
28.78,0.49125,141.38374999999996,0.48476718791389484,
28.8,0.58125,141.47374999999994,0.48499541569709803,
28.82,0.51,141.54499999999996,0.48499576892471336,
28.84,0.34125,141.71374999999995,0.48500891569709803,
28.86,0.235,141.81999999999994,0.4850359543571474,
28.88,0.27125,141.85624999999993,0.48503600087547327,
28.9,0.43625,142.02124999999995,0.4850439142589571,
28.92,0.62,142.20499999999996,0.4851887590446474,
28.94,0.7225,142.30749999999995,0.4855296217498781,
28.96,0.67125,142.35874999999993,0.48552975320625325,
28.98,0.5475,142.48249999999996,0.4855348555145266,
29,0.4925,142.53749999999997,0.48554150358581566,
29.02,0.495,142.53999999999996,0.48554150360107445,
29.04,0.3325,142.70249999999993,0.48558755049133323,
29.06,0.21,142.82499999999993,0.48566107815551784,
29.08,0.03,143.00499999999994,0.4858539310607912,
29.1,0.00625,143.02874999999995,0.4858884560794833,
29.12,0.10875,143.13124999999997,0.4858895077304842,
29.14,0.3325,143.35499999999996,0.4859223679389956,
29.16,0.5125,143.53499999999994,0.4860151614875796,
29.18,0.53,143.55249999999995,0.48602876075744655,
29.2,0.33875,143.74374999999995,0.4860355920734408,
29.22,-0.0525,144.13499999999996,0.48626480572128317,
29.24,-0.49625,144.57874999999996,0.48764455855369593,
29.26,-0.66875,144.75124999999997,0.48863103977012656,
29.28,-0.65625,144.76374999999996,0.4886310416774752,
29.3,-0.53,144.88999999999996,0.4886336483192446,
29.32,-0.3375,145.08249999999995,0.4886665348129275,
29.34,-0.11125,145.30874999999997,0.488800253133774,
29.36,0.055,145.47499999999997,0.4890012647972109,
29.38,-0.00625,145.53624999999994,0.4890014891948702,
29.4,-0.09125,145.62124999999995,0.48900431963157676,
29.42,-0.1225,145.65249999999995,0.48900672608566303,
29.44,-0.1025,145.67249999999996,0.489006733898163,
29.46,-0.1425,145.71249999999995,0.4890088036003115,
29.48,-0.33375,145.90374999999995,0.4890586539096834,
29.5,-0.61625,146.18624999999994,0.4892966412792208,
29.52,-0.81875,146.38874999999993,0.49043835756111165,
29.54,-0.77,146.43749999999994,0.4904384707031252,
29.56,-0.62,146.58749999999992,0.4904460244903567,
29.58,-0.53625,146.67124999999993,0.4904603744220736,
29.6,-0.52875,146.67874999999992,0.4904621749439242,
29.62,-0.57125,146.72124999999994,0.4904622499103548,
29.64,-0.55,146.74249999999995,0.4904622592811587,
29.66,-0.50125,146.79124999999993,0.4904697633380892,
29.68,-0.405,146.88749999999993,0.4905076769027712,
29.7,-0.385,146.90749999999994,0.49051820018768333,
29.72,-0.50625,147.02874999999995,0.4905199409732821,
29.74,-0.7,147.22249999999994,0.49054872350311307,
29.76,-0.74125,147.26374999999996,0.4905623536396029,
29.78,-0.5925,147.41249999999997,0.49056556782531757,
29.8,-0.37,147.63499999999993,0.49061506413650535,
29.82,-0.17125,147.83374999999995,0.49079192027854945,
29.84,-0.08375,147.92124999999993,0.49091457355308554,
29.86,-0.1225,147.95999999999992,0.4909146303749087,
29.88,-0.295,148.13249999999994,0.4909237799606326,
29.9,-0.44625,148.28374999999994,0.49096109187889125,
29.92,-0.44,148.28999999999994,0.49096109211730976,
29.94,-0.435,148.29499999999996,0.49096109326934834,
29.96,-0.5375,148.39749999999995,0.49100580891418477,
29.98,-0.65125,148.51124999999996,0.4910930596561434,
30,-0.6375,148.52499999999995,0.49109306219482446,
30.02,-0.56875,148.59374999999994,0.49109360801124596,
30.04,-0.50625,148.65624999999994,0.491096036828995,
30.06,-0.45375,148.70874999999995,0.491100582834244,
30.08,-0.2775,148.88499999999993,0.4911440447998049,
30.1,0.02,149.18249999999995,0.491460016181946,
30.12,0.25125,149.41374999999994,0.49208011487770104,
30.14,0.2825,149.44499999999994,0.492188024700165,
30.16,0.1825,149.54499999999993,0.49218900126266496,
30.18,0.11875,149.60874999999993,0.4921923125934603,
30.2,0.15125,149.64124999999993,0.4921923461170199,
30.22,0.1525,149.64249999999993,0.4921923501358034,
30.24,0.07625,149.71874999999994,0.49219666783332844,
30.26,-0.22125,150.01624999999993,0.49231293733024617,
30.28,-0.4625,150.25749999999994,0.4925919021530153,
30.3,-0.44,150.27999999999992,0.4925919132766725,
30.32,-0.3075,150.41249999999994,0.49259553874969497,
30.34,-0.2725,150.44749999999993,0.49259860039520287,
30.36,-0.33375,150.50874999999994,0.49259882479286216,
30.38,-0.535,150.70999999999992,0.4927350317764284,
30.4,-0.6675,150.84249999999992,0.49303877654266376,
30.42,-0.71375,150.88874999999993,0.4931671135883333,
30.44,-0.62,150.98249999999993,0.4931679182510378,
30.46,-0.43625,151.16624999999993,0.49318798198127767,
30.48,-0.2,151.40249999999992,0.4932995341873171,
30.5,-0.08125,151.52124999999992,0.493414218645096,
30.52,-0.1975,151.63749999999993,0.49341575283432026,
30.54,-0.36375,151.80374999999992,0.4934362355060579,
30.56,-0.36875,151.80874999999992,0.4934374253559114,
30.58,-0.04125,152.1362499999999,0.49351054100227376,
30.6,0.4375,152.61499999999992,0.49481100560379043,
30.62,0.45625,152.63374999999994,0.4948989970798494,
30.64,0.18875,152.90124999999995,0.49491768975257894,
30.66,-0.14375,153.23374999999993,0.4951099345798494,
30.68,-0.41125,153.50124999999994,0.49553653862953206,
30.7,-0.27,153.64249999999993,0.4955392907371523,
30.72,0.04875,153.96124999999995,0.49563159331703205,
30.74,0.29,154.20249999999993,0.49587329720687884,
30.76,0.41875,154.33124999999995,0.49609492437171954,
30.78,0.4625,154.37499999999994,0.4962039924125673,
30.8,0.39,154.44749999999993,0.4962043645591737,
30.82,0.1725,154.66499999999996,0.49622780979537984,
30.84,0.04875,154.78874999999994,0.4962731618213655,
30.86,0.25125,154.99124999999992,0.49628127096748365,
30.88,0.34625,155.08624999999995,0.4962988753070833,
30.9,0.26375,155.16874999999993,0.4962994236621858,
30.92,0.02375,155.40874999999994,0.4963378999118807,
30.94,-0.2275,155.65999999999994,0.49657622895431536,
30.96,-0.1625,155.72499999999994,0.4965764971427919,
30.98,0.11125,155.99874999999994,0.49661418998146073,
31,0.35875,156.24624999999995,0.4967729942989351,
