TotalMuLength,Damage,
0.04000000000000001,6.250000000000004E-08,
0.04000000000000001,6.250000000000004E-08,
0.04000000000000001,6.250000000000004E-08,
0.04249999999999998,7.49664306640624E-08,
0.04249999999999998,7.49664306640624E-08,
0.04249999999999998,7.49664306640624E-08,
0.04249999999999998,7.49664306640624E-08,
0.04250000000000004,7.49664306640627E-08,
0.04250000000000004,7.49664306640627E-08,
0.04374999999999998,8.177757263183584E-08,
0.04374999999999998,8.177757263183584E-08,
0.04375,8.177757263183592E-08,
0.04375,8.177757263183592E-08,
0.04375000000000007,8.177757263183631E-08,
0.04375000000000007,8.177757263183631E-08,
0.044999999999999984,8.89892578124999E-08,
0.044999999999999984,8.89892578124999E-08,
0.045,8.898925781249999E-08,
0.045,8.898925781249999E-08,
0.04625,9.661293029785156E-08,
0.04625,9.661293029785156E-08,
0.04625,9.661293029785156E-08,
0.04625,9.661293029785156E-08,
0.04625,9.661293029785156E-08,
0.04625,9.661293029785156E-08,
0.048750000000000016,1.1314201354980479E-07,
0.048750000000000016,1.1314201354980479E-07,
0.048750000000000016,1.1314201354980479E-07,
0.048750000000000016,1.1314201354980479E-07,
0.05124999999999999,1.3145637512207023E-07,
0.05124999999999999,1.3145637512207023E-07,
0.053749999999999964,1.5164756774902314E-07,
0.053749999999999964,1.5164756774902314E-07,
0.05374999999999999,1.5164756774902337E-07,
0.05374999999999999,1.5164756774902337E-07,
0.05374999999999999,1.5164756774902337E-07,
0.05374999999999999,1.5164756774902337E-07,
0.05499999999999999,1.6247558593749994E-07,
0.05499999999999999,1.6247558593749994E-07,
0.056249999999999994,1.73807144165039E-07,
0.056249999999999994,1.73807144165039E-07,
0.057499999999999996,1.8565368652343746E-07,
0.057499999999999996,1.8565368652343746E-07,
0.05750000000000005,1.85653686523438E-07,
0.05750000000000005,1.85653686523438E-07,
0.05875,1.9802665710449213E-07,
0.05875,1.9802665710449213E-07,
0.06,2.1093749999999997E-07,
0.06125,2.243976593017578E-07,
0.06125,2.243976593017578E-07,
0.06125000000000003,2.2439765930175814E-07,
0.06125000000000003,2.2439765930175814E-07,
0.06375,2.530117034912109E-07,
0.06375,2.530117034912109E-07,
0.0675,3.0033874511718754E-07,
0.0675,3.0033874511718754E-07,
0.06875,3.173351287841798E-07,
0.06875,3.173351287841798E-07,
0.06875,3.173351287841798E-07,
0.06875,3.173351287841798E-07,
0.07125000000000001,3.5322761535644546E-07,
0.07125000000000001,3.5322761535644546E-07,
0.0725,3.721466064453124E-07,
0.0725,3.721466064453124E-07,
0.07250000000000001,3.721466064453126E-07,
0.07250000000000001,3.721466064453126E-07,
0.07625000000000001,4.329319000244143E-07,
0.07625000000000001,4.329319000244143E-07,
0.07749999999999999,4.5457458496093726E-07,
0.07749999999999999,4.5457458496093726E-07,
0.07874999999999999,4.769268035888669E-07,
0.07874999999999999,4.769268035888669E-07,
0.07999999999999999,4.999999999999998E-07,
0.07999999999999999,4.999999999999998E-07,
0.08,5.000000000000001E-07,
0.08,5.000000000000001E-07,
0.08124999999999999,5.238056182861326E-07,
0.08124999999999999,5.238056182861326E-07,
0.08249999999999999,5.483551025390623E-07,
0.08249999999999999,5.483551025390623E-07,
0.08250000000000002,5.483551025390629E-07,
0.08250000000000002,5.483551025390629E-07,
0.08374999999999999,5.736598968505857E-07,
0.08374999999999999,5.736598968505857E-07,
0.0875,6.542205810546873E-07,
0.0875,6.542205810546873E-07,
0.08875,6.826610565185546E-07,
0.08875,6.826610565185546E-07,
0.09,7.119140624999999E-07,
0.09,7.119140624999999E-07,
0.09125,7.419910430908202E-07,
0.09125,7.419910430908202E-07,
0.095,8.372802734375E-07,
0.095,8.372802734375E-07,
0.09625,8.707675933837892E-07,
0.09625,8.707675933837892E-07,
0.0975,9.051361083984376E-07,
0.0975,9.051361083984376E-07,
0.0975,9.051361083984376E-07,
0.0975,9.051361083984376E-07,
0.09750000000000003,9.051361083984383E-07,
0.09750000000000003,9.051361083984383E-07,
0.09875,9.403972625732423E-07,
0.09875,9.403972625732423E-07,
0.09875,9.403972625732423E-07,
0.09875,9.403972625732423E-07,
0.1075,1.2131805419921874E-06,
0.1075,1.2131805419921874E-06,
0.10999999999999999,1.2998046874999995E-06,
0.10999999999999999,1.2998046874999995E-06,
0.11,1.2998046875E-06,
0.11,1.2998046875E-06,
0.1175,1.584213256835937E-06,
0.125,1.9073486328125E-06,
0.125,1.9073486328125E-06,
0.12625000000000008,1.9651432037353556E-06,
0.12625000000000008,1.9651432037353556E-06,
0.1275,2.0240936279296874E-06,
0.1275,2.0240936279296874E-06,
0.12750000000000003,2.024093627929689E-06,
0.12750000000000003,2.024093627929689E-06,
0.13375,2.3365840911865236E-06,
0.13375,2.3365840911865236E-06,
0.1375,2.5386810302734383E-06,
0.1375,2.5386810302734383E-06,
0.1425,2.8258209228515616E-06,
0.1425,2.8258209228515616E-06,
0.14499999999999996,2.977172851562498E-06,
0.14499999999999996,2.977172851562498E-06,
0.14500000000000002,2.977172851562501E-06,
0.14500000000000002,2.977172851562501E-06,
0.14624999999999988,3.0548343658447193E-06,
0.14624999999999988,3.0548343658447193E-06,
0.14625,3.054834365844726E-06,
0.14625,3.054834365844726E-06,
0.14625,3.054834365844726E-06,
0.14625,3.054834365844726E-06,
0.14875,3.2141857147216794E-06,
0.14875,3.2141857147216794E-06,
0.15000000000000002,3.2958984375000012E-06,
0.15000000000000002,3.2958984375000012E-06,
0.155,3.6365966796874998E-06,
0.15500000000000003,3.636596679687502E-06,
0.15500000000000003,3.636596679687502E-06,
0.15749999999999997,3.815414428710935E-06,
0.15749999999999997,3.815414428710935E-06,
0.16125,4.094484329223633E-06,
0.16125,4.094484329223633E-06,
0.16125,4.094484329223633E-06,
0.16125,4.094484329223633E-06,
0.16125,4.094484329223633E-06,
0.16125,4.094484329223633E-06,
0.16125,4.094484329223633E-06,
0.16125,4.094484329223633E-06,
0.16499999999999998,4.386840820312499E-06,
0.16499999999999998,4.386840820312499E-06,
0.16625,4.487298965454103E-06,
0.16625,4.487298965454103E-06,
0.1725,5.012649536132812E-06,
0.1725,5.012649536132812E-06,
0.175,5.233764648437499E-06,
0.175,5.233764648437499E-06,
0.175,5.233764648437499E-06,
0.175,5.233764648437499E-06,
0.18624999999999997,6.309412002563474E-06,
0.18624999999999997,6.309412002563474E-06,
0.18625,6.309412002563477E-06,
0.19,6.6982421875E-06,
0.19,6.6982421875E-06,
0.19375,7.102727890014649E-06,
0.19375,7.102727890014649E-06,
0.19624999999999998,7.381235122680661E-06,
0.19624999999999998,7.381235122680661E-06,
0.2,7.8125E-06,
0.2,7.8125E-06,
0.2025,8.109146118164063E-06,
0.2025,8.109146118164063E-06,
0.205,8.4132080078125E-06,
0.205,8.4132080078125E-06,
0.20500000000000002,8.413208007812501E-06,
0.20500000000000002,8.413208007812501E-06,
0.20625,8.56804847717285E-06,
0.20625,8.56804847717285E-06,
0.20749999999999996,8.724777221679681E-06,
0.20749999999999996,8.724777221679681E-06,
0.20750000000000002,8.72477722167969E-06,
0.20750000000000002,8.72477722167969E-06,
0.20875000000000002,8.883405685424806E-06,
0.20875000000000002,8.883405685424806E-06,
0.21375,9.537145614624022E-06,
0.21375,9.537145614624022E-06,
0.21875,1.0222196578979492E-05,
0.21875,1.0222196578979492E-05,
0.22,1.03984375E-05,
0.22,1.03984375E-05,
0.225,1.1123657226562501E-05,
0.225,1.1123657226562501E-05,
0.22500000000000003,1.1123657226562505E-05,
0.22500000000000003,1.1123657226562505E-05,
0.22625,1.1310083389282226E-05,
0.22625,1.1310083389282226E-05,
0.235,1.2673706054687496E-05,
0.235,1.2673706054687496E-05,
0.23625000000000002,1.2877023696899417E-05,
0.23625000000000002,1.2877023696899417E-05,
0.2375,1.3082504272460936E-05,
0.2375,1.3082504272460936E-05,
0.2375,1.3082504272460936E-05,
0.2375,1.3082504272460936E-05,
0.23875000000000002,1.329015922546387E-05,
0.23875000000000002,1.329015922546387E-05,
0.24249999999999994,1.3926284790039052E-05,
0.24249999999999994,1.3926284790039052E-05,
0.245,1.4361450195312499E-05,
0.245,1.4361450195312499E-05,
0.24875000000000003,1.503104972839356E-05,
0.25,1.52587890625E-05,
0.25,1.52587890625E-05,
0.25,1.52587890625E-05,
0.25,1.52587890625E-05,
0.25375000000000003,1.595578575134278E-05,
0.25375000000000003,1.595578575134278E-05,
0.26,1.71640625E-05,
0.26,1.71640625E-05,
0.26,1.71640625E-05,
0.26,1.71640625E-05,
0.2625,1.7663955688476564E-05,
0.2625,1.7663955688476564E-05,
0.2625,1.7663955688476564E-05,
0.2625,1.7663955688476564E-05,
0.26875000000000004,1.895594596862794E-05,
0.26875000000000004,1.895594596862794E-05,
0.26999999999999996,1.9221679687499992E-05,
0.26999999999999996,1.9221679687499992E-05,
0.27,1.9221679687500003E-05,
0.27,1.9221679687500003E-05,
0.27249999999999996,1.9760574340820306E-05,
0.27249999999999996,1.9760574340820306E-05,
0.2725,1.976057434082032E-05,
0.2725,1.976057434082032E-05,
0.2725,1.976057434082032E-05,
0.2725,1.976057434082032E-05,
0.28,2.1437500000000006E-05,
0.28,2.1437500000000006E-05,
0.28125,2.1725893020629883E-05,
0.28125,2.1725893020629883E-05,
0.28375,2.2310415267944338E-05,
0.28375,2.2310415267944338E-05,
0.28750000000000003,2.3206710815429694E-05,
0.28750000000000003,2.3206710815429694E-05,
0.28750000000000003,2.3206710815429694E-05,
0.28750000000000003,2.3206710815429694E-05,
0.2975,2.5713485717773435E-05,
0.2975,2.5713485717773435E-05,
0.29875,2.6038969039916998E-05,
0.29875,2.6038969039916998E-05,
0.30000000000000004,2.636718750000001E-05,
0.30000000000000004,2.636718750000001E-05,
0.31,2.9092773437499998E-05,
0.31,2.9092773437499998E-05,
0.3125,2.9802322387695312E-05,
0.3125,2.9802322387695312E-05,
0.31375,3.0161382675170894E-05,
0.32,3.2000000000000005E-05,
0.32,3.2000000000000005E-05,
0.3225,3.275587463378907E-05,
0.3225,3.275587463378907E-05,
0.32375,3.3138235092163076E-05,
0.32375,3.3138235092163076E-05,
0.34625000000000006,4.05386600494385E-05,
0.34625000000000006,4.05386600494385E-05,
0.35124999999999995,4.232032966613768E-05,
0.35624999999999996,4.415345191955565E-05,
0.35624999999999996,4.415345191955565E-05,
0.36250000000000004,4.6518325805664075E-05,
0.36250000000000004,4.6518325805664075E-05,
0.36624999999999996,4.7976984024047836E-05,
0.36624999999999996,4.7976984024047836E-05,
0.375,5.14984130859375E-05,
0.375,5.14984130859375E-05,
0.375,5.14984130859375E-05,
0.375,5.14984130859375E-05,
0.37875000000000003,5.305886650085451E-05,
0.37875000000000003,5.305886650085451E-05,
0.38,5.35859375E-05,
0.385,5.572912597656251E-05,
0.385,5.572912597656251E-05,
0.3875,5.6821823120117195E-05,
0.3875,5.6821823120117195E-05,
0.39125,5.848750495910644E-05,
0.39125,5.848750495910644E-05,
0.41375,6.916940879821777E-05,
0.41375,6.916940879821777E-05,
0.4175,7.106724548339842E-05,
0.4175,7.106724548339842E-05,
0.42125,7.299948310852052E-05,
0.42125,7.299948310852052E-05,
0.4225,7.365126037597655E-05,
0.4225,7.365126037597655E-05,
0.4225,7.365126037597655E-05,
0.4225,7.365126037597655E-05,
0.42625,7.562984657287599E-05,
0.42625,7.562984657287599E-05,
0.435,8.038366699218751E-05,
0.435,8.038366699218751E-05,
0.44375,8.533263206481932E-05,
0.44375,8.533263206481932E-05,
0.445,8.605578613281251E-05,
0.445,8.605578613281251E-05,
0.45000000000000007,8.898925781250004E-05,
0.45000000000000007,8.898925781250004E-05,
0.4525,9.048066711425781E-05,
0.4525,9.048066711425781E-05,
0.455,9.198864746093751E-05,
0.455,9.198864746093751E-05,
0.4575,9.351329040527345E-05,
0.4575,9.351329040527345E-05,
0.46499999999999997,9.818811035156249E-05,
0.46499999999999997,9.818811035156249E-05,
0.47375,0.00010383594322204589,
0.47375,0.00010383594322204589,
0.47625,0.00010548847389221192,
0.47625,0.00010548847389221192,
0.4975,0.00012024839782714843,
0.4975,0.00012024839782714843,
0.49875,0.00012115707206726076,
0.49875,0.00012115707206726076,
0.51875,0.00013632464408874515,
0.51875,0.00013632464408874515,
0.52375,0.00014030467796325688,
0.52375,0.00014030467796325688,
0.53375,0.00014849564170837397,
0.53375,0.00014849564170837397,
0.5387500000000001,0.00015270803642272954,
0.5387500000000001,0.00015270803642272954,
0.5425,0.00015591908264160154,
0.5425000000000001,0.00015591908264160165,
0.5425000000000001,0.00015591908264160165,
0.5425000000000001,0.00015591908264160165,
0.5425000000000001,0.00015591908264160165,
0.5525,0.0001647012481689453,
0.5525,0.0001647012481689453,
0.5675,0.0001784833221435547,
0.5675,0.0001784833221435547,
0.57625,0.00018686710548400883,
0.57625,0.00018686710548400883,
0.5774999999999999,0.00018808580017089834,
0.5774999999999999,0.00018808580017089834,
0.57875,0.00018930978202819825,
0.57875,0.00018930978202819825,
0.57875,0.00018930978202819825,
0.57875,0.00018930978202819825,
0.5862499999999999,0.00019676534461975093,
0.5862499999999999,0.00019676534461975093,
0.5862499999999999,0.00019676534461975093,
0.5862499999999999,0.00019676534461975093,
0.61375,0.00022577432823181153,
0.62125,0.00023415274238586424,
0.62125,0.00023415274238586424,
0.6212500000000001,0.00023415274238586432,
0.6212500000000001,0.00023415274238586432,
0.6224999999999999,0.00023556898498535152,
0.6224999999999999,0.00023556898498535152,
0.62625,0.00023985195350646968,
0.62625,0.00023985195350646968,
0.62875,0.0002427359142303467,
0.62875,0.0002427359142303467,
0.63375,0.0002485730037689209,
0.63375,0.0002485730037689209,
0.6575,0.0002775794525146484,
0.6575,0.0002775794525146484,
0.66,0.00028075781250000003,
0.66,0.00028075781250000003,
0.66875,0.00029207301139831535,
0.66875,0.00029207301139831535,
0.67,0.00029371386718750006,
0.67,0.00029371386718750006,
0.67875,0.0003053722515106201,
0.67875,0.0003053722515106201,
0.6825,0.00031046168518066405,
0.6825,0.00031046168518066405,
0.6900000000000001,0.00032080957031250005,
0.6900000000000001,0.00032080957031250005,
0.6975,0.0003313848724365234,
0.6975,0.0003313848724365234,
0.70875,0.00034767963981628414,
0.70875,0.00034767963981628414,
0.7125,0.00035322761535644534,
0.7125,0.00035322761535644534,
0.71625,0.0003588342990875245,
0.71625,0.0003588342990875245,
0.7175,0.000360716293334961,
0.7175,0.000360716293334961,
0.72125,0.000366401735305786,
0.72125,0.000366401735305786,
0.72375,0.00037022502708435056,
0.72375,0.00037022502708435056,
0.725,0.00037214660644531244,
0.725,0.00037214660644531244,
0.7425,0.0003997508697509767,
0.7425,0.0003997508697509767,
0.755,0.0004202821044921875,
0.755,0.0004202821044921875,
0.75875,0.00042657574272155765,
0.75875,0.00042657574272155765,
0.75875,0.00042657574272155765,
0.79375,0.0004883725643157957,
0.8037500000000001,0.0005070642604827882,
0.8037500000000001,0.0005070642604827882,
0.83375,0.0005659884700775146,
0.83375,0.0005659884700775146,
0.835,0.0005685379638671874,
0.835,0.0005685379638671874,
0.8425,0.0005839958648681642,
0.8425,0.0005839958648681642,
0.84625,0.0005918287906646727,
0.84625,0.0005918287906646727,
0.85,0.0005997314453124999,
0.8674999999999999,0.0006375415496826171,
0.8674999999999999,0.0006375415496826171,
0.885,0.0006769083251953126,
0.885,0.0006769083251953126,
0.89375,0.000697185277938843,
0.89375,0.000697185277938843,
0.9075,0.0007298606414794921,
0.9075,0.0007298606414794921,
0.93625,0.0008014483432769776,
0.93625,0.0008014483432769776,
0.9512499999999999,0.0008405896778106688,
0.9512499999999999,0.0008405896778106688,
0.96,0.0008639999999999999,
0.96,0.0008639999999999999,
0.98875,0.0009439729137420656,
0.98875,0.0009439729137420656,
0.9950000000000001,0.0009619871826171878,
0.9950000000000001,0.0009619871826171878,
0.99625,0.0009656173191070554,
0.99625,0.0009656173191070554,
1.02375,0.001047808187484741,
1.0699999999999998,0.0011963310546874995,
1.0699999999999998,0.0011963310546874995,
1.0975000000000001,0.001290962509155274,
1.0975000000000001,0.001290962509155274,
1.11625,0.0013582648410797118,
1.11625,0.0013582648410797118,
1.1412499999999999,0.0014515848102569576,
1.1412499999999999,0.0014515848102569576,
1.1925,0.001656056716918945,
1.1925,0.001656056716918945,
1.22,0.0017732890625,
1.22,0.0017732890625,
1.22125,0.001778745332717895,
1.22125,0.001778745332717895,
1.26875,0.001994473218917847,
1.26875,0.001994473218917847,
1.2875,0.0020842113494873053,
1.2875,0.0020842113494873053,
1.29625,0.002126994424819946,
1.3087499999999999,0.0021891228160858148,
1.3087499999999999,0.0021891228160858148,
1.36875,0.0025042197704315183,
1.36875,0.0025042197704315183,
1.37875,0.0025595087566375727,
1.41625,0.0027740853061676025,
1.41625,0.0027740853061676025,
1.45125,0.002984879076004028,
1.45125,0.002984879076004028,
1.455,0.0030080775146484376,
1.455,0.0030080775146484376,
1.5575,0.0036896418304443366,
1.5575,0.0036896418304443366,
1.6324999999999998,0.004248734695434569,
1.6324999999999998,0.004248734695434569,
1.6412499999999999,0.0043174196186065664,
1.6412499999999999,0.0043174196186065664,
1.6725,0.004568760818481446,
1.6725,0.004568760818481446,
1.6875,0.004692792892456055,
1.6875,0.004692792892456055,
1.85625,0.006246107339859008,
1.85625,0.006246107339859008,
1.90125,0.006711471101760865,
1.90125,0.006711471101760865,
1.9175,0.00688503514099121,
1.92625,0.00697971996498108,
1.92625,0.00697971996498108,
2.08125,0.008803853273391721,
2.2075,0.010505148117065431,
2.2075,0.010505148117065431,
2.2649999999999997,0.011347616821289059,
2.2649999999999997,0.011347616821289059,
2.27,0.011422932617187501,
2.27,0.011422932617187501,
2.27625,0.011517545053482058,
2.3875,0.01329015922546387,
2.42375,0.013904760396957398,
2.42375,0.013904760396957398,
2.4749999999999996,0.014805587768554682,
2.73,0.0198695478515625,
2.8825000000000003,0.023388802749633796,
2.8825000000000003,0.023388802749633796,
2.925,0.02443867492675781,
2.925,0.02443867492675781,
3.04875,0.02767358878898621,
4.29875,0.0775758619670868,
4.69625,0.10114715403175355,
