Step,載荷Q,根元M,部材θ,累積変形角
1920,-576515,-1191.2376763115458,-0.012495851608880575,0.045049503204001126
1940,-581366,-1201.1275698467164,-0.01346572116928483,0.046019372764405375
1960,-586217,-1211.017463381887,-0.01448095797259896,0.04703460956771952
1980,-591068,-1220.9073569170573,-0.015544175285619804,0.04809782688074036
1993,-594137,-1227.3357877149183,-0.016267882920058607,0.048821534515179156
2000,-594137,-1223.8743249776087,-0.01618398569992071,0.04890543173531706
2020,-594137,-1213.984431442438,-0.016117961218798375,0.0489714562164394
2040,-594137,-1204.0945379072675,-0.01605193674025751,0.04903748069498027
2060,-592837,-1194.204644372097,-0.015989267105371508,0.04910015032986627
2080,-587937,-1184.3147508369266,-0.015935887903418846,0.049153529531818924
2100,-583137,-1174.4248573017558,-0.015882250635991767,0.04920716679924599
2120,-578237,-1164.5349637665854,-0.015828871436614246,0.04926054599862353
2140,-573437,-1154.6450702314148,-0.015775234171785786,0.049314183263452
2160,-568537,-1144.7551766962442,-0.015721854974983327,0.04936756246025447
2180,-563737,-1134.8652831610736,-0.01566821771275355,0.049421199722484245
2200,-558837,-1124.9753896259033,-0.015614838518526183,0.049474578916711615
2220,-554037,-1115.0854960907325,-0.01556120125889506,0.049528216176342725
2240,-549137,-1105.1956025555621,-0.015507822067242815,0.049581595367994974
2260,-544337,-1095.3057090203915,-0.015454184810210311,0.04963523262502748
2280,-539437,-1085.415815485221,-0.01540080562113316,0.04968861181410462
2300,-534637,-1075.5259219500504,-0.01534716836669934,0.04974224906853845
2320,-529737,-1065.6360284148777,-0.015293789180197241,0.04979562825504053
2340,-524937,-1055.7461348797049,-0.015240151928362056,0.04984926550687572
2360,-520037,-1045.8562413445318,-0.015186772744435102,0.049902644690802675
2380,-515237,-1035.966347809359,-0.015133135495198555,0.04995628194003921
2400,-510337,-1026.076454274186,-0.015079756313846698,0.050009661121391054
2420,-505537,-1016.1865607390131,-0.01502611906720877,0.05006329836802899
2440,-500737,-1006.2966672038401,-0.014972481821876072,0.050116935613361696
2460,-495837,-996.4067736686671,-0.014919102644392772,0.05017031479084498
2480,-488037,-980.5829440123905,-0.014833592736475209,0.050255824698762545
2500,-468737,-941.0233698716988,-0.014619301848145323,0.05047011558709242
2520,-449337,-901.463795731007,-0.014405269047035806,0.05068414838820195
2540,-429937,-861.9042215903153,-0.014191236266621306,0.05089818116861643
2560,-410537,-822.3446474496235,-0.01397720350690181,0.051112213928335926
2580,-391137,-782.7850733089317,-0.013763170767877333,0.051326246667360395
2600,-371737,-743.22549916824,-0.013549138049547875,0.05154027938568985
2620,-352337,-703.6659250275483,-0.013335105351913413,0.0517543120833243
2640,-332937,-664.1063508868565,-0.013121072674973977,0.051968344760263734
2660,-313537,-624.5467767461647,-0.012907040018729572,0.05218237741650813
2680,-294137,-584.9872026054729,-0.01269300738318018,0.052396410052057515
2700,-274737,-545.4276284647813,-0.012478974768325797,0.052610442666911894
2720,-255437,-505.8680543240894,-0.012264684108206044,0.05282473332703166
2740,-113837,-217.08316309704298,-0.010702195185018873,0.05438722225021883
2760,80063,178.51257830986918,-0.008561613827808212,0.0565278036074295
2780,239063,502.90108626353765,-0.00677928580210813,0.05831013163312958
2800,258463,542.4606604042294,-0.0064466213906276895,0.05864279604461003
2820,277863,582.0202345449212,-0.006056194191461222,0.05903322324377651
2840,297263,621.5798086856129,-0.005626188255622796,0.05946322917961494
2860,316663,661.1393828263047,-0.005153945578538314,0.05993547185669944
2880,336063,700.6989569669964,-0.004617109888185568,0.06047230754705218
2900,355463,740.2585311076882,-0.004005302210645845,0.06108411522459189
2920,374863,779.81810524838,-0.003305392837444921,0.0617840245977928
2940,394263,819.3776793890717,-0.0025206884476965535,0.06256872898754115
2960,413563,858.9372535297634,-0.0016603357052358595,0.06342908173000184
2980,432963,898.4968276704552,-0.0007364187839491263,0.06435299865128857
3000,452363,938.056401811147,0.00023407813106622233,0.06532349556630392
3020,471763,977.6159759518388,0.001238625022296299,0.06632804245753399
3040,480963,996.4067736686673,0.0017241048718041655,0.06681352230704184
3060,485863,1006.2966672038402,0.0019821828120824745,0.06707160024732019
3080,490663,1016.1865607390132,0.0022416288584023287,0.06733104629364003
3100,495563,1026.076454274186,0.0025016440792767205,0.06759106151451441
3120,500363,1035.9663478093591,0.002764154981124213,0.06785357241636189
3140,505263,1045.856241344532,0.003030783708429821,0.06812020114366749
3160,510063,1055.746134879705,0.0033068140488200725,0.06839623148405775
3180,514963,1065.6360284148777,0.003588824925841007,0.06867824236107867
3200,519763,1075.5259219500504,0.003879494094895993,0.06896891153013365
3220,524663,1085.415815485221,0.004181959364422494,0.06927137679966017
3240,529463,1095.3057090203915,0.004508658236216037,0.06959807567145374
3260,534363,1105.1956025555621,0.004861876608948093,0.06995129404418576
3280,539163,1115.0854960907325,0.005247948250154754,0.07033736568539244
3300,544063,1124.9753896259033,0.005684342013465571,0.07077375944870323
3320,548863,1134.8652831610736,0.006207144319495702,0.07129656175473338
3340,553663,1144.7551766962442,0.006837329234325942,0.07192674666956361
3360,558563,1154.6450702314148,0.0075771754464131905,0.07266659288165082
3380,563363,1164.5349637665854,0.00841060130720833,0.07350001874244598
3400,568263,1174.4248573017558,0.009306820482384766,0.07439623791762244
3420,573063,1184.3147508369266,0.010233648423070995,0.07532306585830868
3440,577963,1194.204644372097,0.011192263797360637,0.07628168123259835
3460,582763,1204.0945379072675,0.012173115562387366,0.07726253299762505
3480,587663,1213.984431442438,0.01316995542027348,0.07825937285551117
3500,592463,1223.8743249776087,0.014190129945131299,0.07927954738036902
3520,597363,1233.7642185127793,0.01523874753778289,0.0803281649730206
3539,601963,1243.1596173711912,0.016298713794179395,0.08138813122941713
3540,601963,1242.6651226944327,0.016235258314721293,0.08145158670887523
3560,601963,1232.7752291592622,0.016169220939609135,0.08151762408398737
3580,601963,1222.8853356240916,0.01610319611422708,0.08158364890936942
3600,601963,1212.995442088921,0.016037171291518576,0.08164967373207796
3620,597112,1203.1055485537506,0.015983665393090873,0.08170317963050566
3640,592261,1193.2156550185798,0.015930159523341387,0.08175668550025515
3660,587509,1183.3257614834095,0.015876398166194263,0.08181044685740227
3680,582658,1173.4358679482386,0.015822892299121784,0.08186395272447476
3700,577807,1163.5459744130683,0.015769386433381754,0.0819174585902148
3720,572956,1153.6560808778977,0.015715880568974157,0.0819709644546224
3740,568105,1143.766187342727,0.015662374705899013,0.08202447031769756
3760,563254,1133.8762938075565,0.015608868844156305,0.08207797617944029
3780,558403,1123.9864002723862,0.015555362983746067,0.0821314820398505
3800,553552,1114.0965067372153,0.015501857124668249,0.08218498789892834
3820,548701,1104.206613202045,0.015448351266922906,0.08223849375667368
3840,543850,1094.3167196668744,0.015394845410510007,0.0822919996130866
3860,538999,1084.4268261317038,0.015341339555429523,0.08234550546816709
3880,534148,1074.5369325965332,0.01528783370168152,0.08239901132191507
3900,529297,1064.6470390613606,0.015234327849265938,0.08245251717433066
3920,524446,1054.7571455261875,0.015180821998182804,0.08250602302541381
3940,519595,1044.8672519910147,0.015127316148432123,0.0825595288751645
3960,514744,1034.9773584558416,0.015073810300013871,0.08261303472358274
3980,509893,1025.0874649206687,0.015020304452928079,0.08266654057066854
4000,505042,1015.1975713854958,0.01496679860717473,0.0827200464164219
4020,500191,1005.3076778503228,0.014913292762753832,0.08277355226084279
4040,495340,995.4177843151499,0.014859786919665396,0.08282705810393126
4060,486133,976.6269865983213,0.014758100272620487,0.08292874475097617
4080,466729,937.0674124576295,0.014544076923722612,0.08314276809987406
4100,447325,897.5078383169378,0.014330053596143874,0.0833567914274528
4120,428020,857.948264176246,0.014115774801551961,0.08357107022204469
4140,408616,818.3886900355543,0.013901751516659918,0.08378509350693676
4160,389212,778.8291158948625,0.013687728253087048,0.0839991167705096
4180,369808,739.2695417541707,0.013473705010833337,0.08421314001276334
4200,350404,699.709967613479,0.013259681789898803,0.08442716323369788
4220,331000,660.1503934727872,0.013045658590283442,0.08464118643331325
4240,311596,620.5908193320955,0.012831635411987253,0.08485520961160946
4260,292192,581.0312451914037,0.012617612255010244,0.08506923276858647
4280,272887,541.471671050712,0.012403333631406869,0.08528351139218981
4300,253483,501.91209691002024,0.012189310517116563,0.08549753450648012
4320,94489,177.5235889563518,0.010434015199094706,0.08725282982450194
4340,-99452,-218.07215245056042,0.00829353149048325,0.08939331353311344
4360,-241022,-506.8570436776068,0.0067252595377405265,0.09096158548585619
4380,-260426,-546.4166178182986,0.0064600799469586734,0.09122676507663806
4400,-279830,-585.9761919589903,0.006122683046492014,0.09156416197710472
4420,-299234,-625.5357660996821,0.005709173960832837,0.09197767106276389
4440,-318539,-665.0953402403738,0.005236858490573039,0.0924499865330237
4460,-337943,-704.6549143810656,0.004709530888162768,0.09297731413543397
4480,-357347,-744.2144885217574,0.0040987321667007555,0.09358811285689601
4500,-376751,-783.7740626624491,0.003386970326892354,0.09429987469670442
4520,-396155,-823.3336368031408,0.002556203283448173,0.0951306417401486
4540,-415559,-862.8932109438326,0.0016077947975490087,0.09607905022604774
4560,-434963,-902.4527850845244,0.0005527133501363186,0.09713413167346047
4580,-454367,-942.0123592252162,-0.000591277475654449,0.09827812249925125
4600,-473672,-981.5719333659079,-0.0018028485691882737,0.09948969359278509
4620,-481493,-997.3957630221846,-0.002299760811551997,0.0999866058351488
4640,-486344,-1007.2856565573575,-0.0026140925091443406,0.10030093753274112
4660,-491195,-1017.1755500925304,-0.0029315216940742034,0.100618366717671
4680,-496046,-1027.0654436277034,-0.0032512612284262866,0.1009381062520231
4700,-500897,-1036.9553371628763,-0.003572606118074193,0.101259451141671
4720,-505748,-1046.8452306980494,-0.0038951800904060197,0.10158202511400283
4740,-510599,-1056.7351242332222,-0.004218899385497248,0.10190574440909406
4760,-515450,-1066.625017768395,-0.00454357892870495,0.10223042395230175
4780,-520301,-1076.5149113035675,-0.004869321927873166,0.10255616695146999
4800,-525152,-1086.4048048387378,-0.0051965156987484155,0.10288336072234523
4820,-530003,-1096.2946983739084,-0.00552459420693587,0.10321143923053265
4840,-534755,-1106.184591909079,-0.0058544052737905874,0.10354125029738737
4860,-539606,-1116.0744854442496,-0.006187103546795463,0.10387394857039225
4880,-544457,-1125.9643789794202,-0.0065315770853239296,0.10421842210892072
4900,-549308,-1135.8542725145908,-0.00688497719449898,0.1045718222180958
4920,-554159,-1145.7441660497611,-0.007245133553026784,0.1049319785766236
4940,-559010,-1155.634059584932,-0.007613202827433298,0.10530004785103012
4960,-563861,-1165.5239531201023,-0.007993628991933389,0.1056804740155302
4980,-568712,-1175.413846655273,-0.008390744907776089,0.10607758993137291
5000,-573563,-1185.3037401904435,-0.008812763586862334,0.10649960861045914
5020,-578414,-1195.193633725614,-0.009270276652558695,0.1069571216761555
5040,-583265,-1205.0835272607844,-0.009779401117667917,0.10746624614126471
5060,-588116,-1214.9734207959552,-0.010375739553146331,0.10806258457674314
5080,-592967,-1224.8633143311256,-0.011131913160228693,0.1088187581838255
5100,-597818,-1234.7532078662964,-0.011987696632711103,0.10967454165630791
5120,-602669,-1244.6431014014668,-0.012905607082143495,0.1105924521057403
5140,-607520,-1254.5329949366374,-0.01388100786874576,0.11156785289234254
5160,-612371,-1264.4228884718082,-0.014936502216496863,0.11262334724009368
5180,-617222,-1274.3127820069785,-0.016052952968602374,0.1137397979921992
5184,-618212,-1276.2907607140128,-0.016283750299022234,0.11397059532261905
5200,-618212,-1268.378845885876,-0.016168708408917615,0.11408563721272368
5220,-618212,-1258.4889523507056,-0.01610268330781858,0.1141516623138227
5240,-618212,-1248.599058815535,-0.016036658209587575,0.1142176874120537
5260,-614612,-1238.7091652803645,-0.015979923689542503,0.11427442193209876
5280,-609712,-1228.8192717451939,-0.01592654413885274,0.11432780148278852
5300,-604912,-1218.9293782100235,-0.015872906517282234,0.11438143910435902
5320,-600112,-1209.0394846748527,-0.015819268897138566,0.11443507672450269
5340,-595212,-1199.1495911396823,-0.015765889350676625,0.11448845627096467
5360,-590412,-1189.2596976045115,-0.015712251733373407,0.1145420938882679
5380,-585512,-1179.3698040693412,-0.015658872189725642,0.11459547343191565
5400,-580712,-1169.4799105341706,-0.015605234575262868,0.11464911104637841
5420,-575812,-1159.590016999,-0.015551855034429265,0.11470249058721202
5440,-571012,-1149.7001234638294,-0.01549821742280696,0.11475612819883434
5460,-566112,-1139.810229928659,-0.01544483788478754,0.11480950773685378
5480,-561312,-1129.9203363934882,-0.015391200276005702,0.11486314534563559
5500,-556412,-1120.0304428583179,-0.015337820740800439,0.11491652488084086
5520,-551612,-1110.1405493231473,-0.015284183134859065,0.11497016248678221
5540,-546712,-1100.2506557879767,-0.015230803602467988,0.11502354201917328
5560,-541912,-1090.3607622528061,-0.015177165999367057,0.11507717962227422
5580,-537012,-1080.4708687176355,-0.015123786469790148,0.11513055915185112
5600,-532212,-1070.5809751824643,-0.015070148869529695,0.11518419675211156
5620,-527312,-1060.6910816472914,-0.015016769342766937,0.1152375762788743
5640,-522512,-1050.8011881121183,-0.014963131745346908,0.11529121387629433
5660,-517612,-1040.9112945769455,-0.014909752221398329,0.11534459340024292
5680,-512812,-1031.0214010417724,-0.014856114626818767,0.11539823099482242
5700,-507912,-1021.1315075065995,-0.01480273510568436,0.11545161051595683
5720,-503112,-1011.2416139714267,-0.014749097513945257,0.11550524810769595
5740,-498212,-1001.3517204362537,-0.014695717995625017,0.11555862762601618
5760,-493412,-991.4618269010808,-0.014642080406726387,0.11561226521491481
5780,-478412,-960.8031569420447,-0.014476113576533752,0.11577823204510745
5800,-459012,-921.2435828013529,-0.014262079396607657,0.11599226622503357
5820,-439612,-881.6840086606611,-0.014048045239300101,0.11620630038234112
5840,-420212,-842.1244345199694,-0.013834011104611075,0.11642033451703013
5860,-400812,-802.5648603792777,-0.013619976992540597,0.11663436862910058
5880,-381412,-763.0052862385859,-0.013405942903088636,0.11684840271855257
5900,-362012,-723.4457120978941,-0.013191908836255211,0.11706243678538598
5920,-342612,-683.8861379572023,-0.012977874792040347,0.11727647082960088
5940,-323212,-644.3265638165107,-0.012763840770444021,0.11749050485119723
5960,-303912,-604.7669896758189,-0.012549548700001353,0.11770479692163988
5980,-284512,-565.2074155351271,-0.012335514723694695,0.11791883089794652
6000,-265112,-525.6478413944353,-0.012121480770006587,0.11813286485163463
6020,-210812,-414.8810338004993,-0.011522134205768053,0.11873221141587315
6040,-16912,-19.285292393586904,-0.009381538475645419,0.12087280714599576
6060,176988,376.31044901332547,-0.007240945008431146,0.12301340061321003
6080,248788,522.6808733338835,-0.006439860780544698,0.12381448484109649
6100,268188,562.2404474745753,-0.006168438343439638,0.12408590727820155
6120,287588,601.800021615267,-0.005815008963354351,0.12443933665828683
6140,306988,641.3595957559588,-0.0053813402734466855,0.12487300534819451
6160,326388,680.9191698966506,-0.004879606824608957,0.12537473879703223
6180,345688,720.4787440373423,-0.0043093776108245494,0.12594496801081664
6200,365088,760.038318178034,-0.003639747891638586,0.12661459773000258
6220,384488,799.5978923187258,-0.0028500969594628016,0.12740424866217834
6240,403888,839.1574664594176,-0.0019145422642052328,0.12833980335743592
6260,423288,878.7170406001094,-0.0008380739373227674,0.12941627168431843
6280,442688,918.276614740801,0.00036478059358314676,0.13061912621522437
6300,462088,957.8361888814928,0.001672333631392014,0.13192667925303328
6320,478588,991.4618269010809,0.002842572652283993,0.1330969182739253
6340,483388,1001.3517204362538,0.003194620972170111,0.1334489665938114
6360,488288,1011.2416139714268,0.003548859621296716,0.13380320524293804
6380,493088,1021.1315075065996,0.003907832006045429,0.13416217762768673
6400,497988,1031.0214010417726,0.004268411627513988,0.13452275724915527
6420,502788,1040.9112945769457,0.0046313143730331635,0.13488565999467447
6440,507688,1050.8011881121186,0.004994833367049718,0.135249178988691
6460,512488,1060.6910816472914,0.005360437800300535,0.13561478342194175
6480,517388,1070.5809751824643,0.005726858704524531,0.1359812043261658
6500,522188,1080.4708687176355,0.006095613344643826,0.1363499589662851
6520,527088,1090.3607622528061,0.0064648985667211,0.13671924418836234
6540,531888,1100.2506557879767,0.006836387660557966,0.13709073328219915
6560,536788,1110.1405493231473,0.007208417043824402,0.13746276266546548
6580,541588,1120.0304428583179,0.007582479915901201,0.13783682553754234
6600,546388,1129.9203363934882,0.007957640560959694,0.1382119861826008
6620,551288,1139.810229928659,0.008332731642243211,0.13858707726388433
6640,556088,1149.7001234638294,0.008709772289041608,0.13896411791068272
6660,560988,1159.590016999,0.009095724465202508,0.1393500700868437
6680,565788,1169.4799105341706,0.009491674784235887,0.13974602040587703
6700,570688,1179.3698040693412,0.009893507775372134,0.14014785339701327
6720,575488,1189.2596976045115,0.010307915957699042,0.14056226157934018
6740,580388,1199.1495911396823,0.010739812325501022,0.14099415794714212
6760,585188,1209.0394846748527,0.011200078398477609,0.14145442402011876
6780,590088,1218.9293782100235,0.011699182083641747,0.141953527705283
6800,594888,1228.8192717451939,0.012262718331922311,0.14251706395356356
6820,599788,1238.7091652803645,0.012971182551558652,0.1432255281731999
6840,604588,1248.599058815535,0.01388903637200349,0.14414338199364476
6860,609488,1258.4889523507056,0.014890253097117672,0.14514459871875887
6880,614288,1268.378845885876,0.01594768649720971,0.14620203211885097
6886,615788,1271.3458139464274,0.016273995256238055,0.14652834087787928
6900,615788,1264.4228884718082,0.016169940057869803,0.14663239607624756
6920,615788,1254.5329949366374,0.016103915477986924,0.14669842065613042
6940,615788,1244.6431014014668,0.016037890900972025,0.14676444523314533
6960,612620,1234.7532078662964,0.015980041921994315,0.14682229421212306
6980,607868,1224.8633143311256,0.015926280784014715,0.14687605535010262
7000,603017,1214.9734207959552,0.015872775135666636,0.1469295609984507
7020,598166,1205.0835272607844,0.015819269488731955,0.1469830666453854
7040,593315,1195.193633725614,0.01576576384321062,0.14703657229090678
7060,588464,1185.3037401904435,0.015712258199102696,0.14709007793501475
7080,583613,1175.413846655273,0.015658752556408168,0.1471435835777093
7100,578762,1165.5239531201023,0.015605246915127022,0.14719708921899044
7120,573911,1155.634059584932,0.015551741275259257,0.14725059485885827
7140,569060,1145.7441660497611,0.015498235636804894,0.1473041004973127
7160,564209,1135.8542725145908,0.01544472999976391,0.14735760613435364
7180,559358,1125.9643789794202,0.015391224364136313,0.14741111176998126
7200,554507,1116.0744854442496,0.015337718729922099,0.14746461740419547
7220,549656,1106.184591909079,0.015284213097121286,0.14751812303699632
7240,544805,1096.2946983739084,0.015230707465733856,0.14757162866838372
7260,539954,1086.4048048387378,0.015177201835759812,0.14762513429835772
7280,535103,1076.5149113035675,0.015123696207199175,0.1476786399269184
7300,530252,1066.625017768395,0.015070190580051884,0.14773214555406566
7320,525401,1056.735124233222,0.015016684954318002,0.14778565117979955
7340,520550,1046.8452306980491,0.014963179329997524,0.14783915680412
7360,515699,1036.9553371628763,0.014909673707090386,0.14789266242702712
7380,510848,1027.0654436277034,0.014856168085596666,0.14794616804852084
7400,505997,1017.1755500925303,0.014802662465516335,0.14799967366860117
7420,501146,1007.2856565573574,0.014749156846849392,0.1480531792872681
7440,496295,997.3957630221845,0.014695651229595841,0.1481066849045217
7460,490058,984.5389014264597,0.014625915087757036,0.14817642104636047
7480,470654,944.9793272857679,0.014411892640262757,0.14839044349385475
7500,451250,905.4197531450761,0.014197870215382697,0.1486044659187348
7520,431846,865.8601790043845,0.013983847813116892,0.14881848832100059
7540,412442,826.3006048636927,0.01376982543346527,0.14903251070065218
7560,393038,786.7410307230009,0.013555803076427913,0.14924653305768953
7580,373634,747.1814565823091,0.013341780742004762,0.14946055539211273
7600,354329,707.6218824416173,0.013127502942671405,0.14967483319144612
7620,334925,668.0623083009257,0.012913480653528804,0.14988885548058867
7640,315521,628.5027341602339,0.012699458387000404,0.15010287774711706
7660,296117,588.9431600195421,0.012485436143086252,0.1503168999910312
7680,276713,549.3835858788503,0.012271413921786338,0.1505309222123311
7700,257309,509.82401173815856,0.012057391723100656,0.15074494441101677
7720,133262,256.64273723773425,0.010687292505314262,0.15211504362880315
7740,-60679,-138.953004169178,0.008546817723871546,0.15425551841024587
7760,-237097,-498.94512884946846,0.0065987514684299866,0.15620358466568743
7780,-256501,-538.5047029901602,0.006378258440546273,0.1564240776935711
7800,-275905,-578.064277130852,0.006115169316205318,0.1566871668179121
7820,-295309,-617.6238512715438,0.005778473901657386,0.15702386223246
7840,-314713,-657.1834254122356,0.005348864026897241,0.1574534721072202
7860,-334117,-696.7429995529272,0.004845124149428492,0.15795721198468898
7880,-353521,-736.302573693619,0.004272911044648857,0.1585294250894686
7900,-372925,-775.8621478343108,0.0035982215099802446,0.15920411462413717
7920,-392230,-815.4217219750026,0.002798041591572678,0.16000429454254478
7940,-411634,-854.9812961156944,0.0018455658720640828,0.1609567702620534
7960,-431038,-894.540870256386,0.000740906041651905,0.1620614300924656
7980,-450442,-934.1004443970778,-0.0005033178854675938,0.16330565401958513
8000,-469846,-973.6600185377696,-0.0018647644284555372,0.16466710056257305
8020,-480538,-995.41778431515,-0.002653237077061181,0.1654555732111787
8040,-485389,-1005.3076778503229,-0.003017417660804197,0.16581975379492173
8060,-490240,-1015.197571385496,-0.003386330963618711,0.16618866709773628
8080,-495091,-1025.087464920669,-0.0037588280908401783,0.1665611642249578
8100,-499942,-1034.9773584558418,-0.004135866583184967,0.16693820271730261
8120,-504793,-1044.8672519910147,-0.0045155526302473855,0.16731788876436504
8140,-509545,-1054.7571455261877,-0.004897863066592975,0.16770019920071064
