,,,,,,,上フランジ,,,,骨格曲線累積塑性歪,,下フランジ,,,,骨格曲線累積塑性歪,
Step,載荷Q,根元M,部材θ,累積変形角,θ(危険断面),M(危険断面),εn,σn ,εt,σt,Σεpt,Σεpst+,εn,σn,εt,σt,Σεpt,Σεpst+
6800,594888,1228.8192717451939,0.012262718331922311,0.14251706395356356,3.881980208914937E-05,1216.911682402528,-0.010283350188836108,-471.18091393864506,-0.01033658913201778,-466.33559559831815,0.14971383533670515,0.04090620309706136,0.011820645120725445,457.5858250822887,0.01175132701693526,462.99478473286075,0.15025137961779125,0.03576084402095807
6820,599788,1238.7091652803645,0.012971182551558652,0.1432255281731999,4.101718852721516E-05,1226.7033979749963,-0.010899765544506496,-474.9012645558556,-0.010959603197149021,-469.7249521154072,0.1503368494018364,0.04090620309706136,0.012455421602889727,460.6462797455357,0.012378490982765685,466.3838233695691,0.15087854358362165,0.03591537076038821
6840,604588,1248.599058815535,0.01388903637200349,0.14414338199364476,4.479795481978897E-05,1236.49699823395,-0.01195666427768032,-478.7771991336958,-0.012028720129056347,-473.0526208998461,0.1514059663337437,0.04090620309706136,0.013551291196707435,463.10455696188,0.013460293618234533,469.3802216677927,0.15196034621909044,0.03699717339585705
6860,609488,1258.4889523507056,0.014890253097117672,0.14514459871875887,4.905292082373361E-05,1246.288556408383,-0.013146157739539846,-483.13939457799455,-0.013233333330148034,-476.78796788668643,0.15261057953483534,0.04090620309706136,0.014784575377493989,465.87108540651326,0.01467634896004558,472.7587915849008,0.15317640156090154,0.03821322873766808
6880,614288,1268.378845885876,0.01594768649720971,0.14620203211885097,5.3513850463169866E-05,1256.082016151382,-0.01438783105787519,-487.692947721601,-0.01449233954399166,-480.67610398166545,0.15386958574867898,0.04090620309706136,0.016082955395853648,468.7836381730983,0.015954994834858044,476.32306451614227,0.15445504743571398,0.03949187461248056
6886,615788,1271.3458139464274,0.016273995256238055,0.14652834087787928,5.4877626776344696E-05,1259.0187785688909,-0.01476184313128042,-489.06455153031004,-0.014871883411932102,-481.8450573395496,0.15424912961661946,0.04090620309706136,0.01648547755517017,469.68658416129233,0.01635106727016015,477.4295918024479,0.1548511198710161,0.03988794704778266
6900,615788,1264.4228884718082,0.016169940057869803,0.14663239607624756,5.4602760182047156E-05,1252.0958837413348,-0.014686068210115859,-486.1789548216812,-0.014794976111041176,-479.03889752884714,0.15418533385280989,0.04090620309706136,0.016404743437541707,466.8821970130681,0.016271639353357476,474.5412796706232,0.15478445375636093,0.039821280933127506
6920,615788,1254.5329949366374,0.016103915477986924,0.14669842065613042,5.4532807313375356E-05,1242.2059907033258,-0.01466619289286017,-482.09418699857287,-0.014774804756349985,-475.02370065952516,0.15418533385280989,0.04090620309706136,0.01638478759137568,462.8015931072407,0.01625200540123207,470.3844989072531,0.15478445375636093,0.039821280933127506
6940,615788,1244.6431014014668,0.016037890900972025,0.14676444523314533,5.4462854444703564E-05,1232.3160976653166,-0.014646317575604481,-478.0094191754644,-0.014754633808534137,-471.0083414180903,0.15418533385280989,0.04090620309706136,0.01636483174520965,458.7209892014132,0.016232371063607014,466.2278810076905,0.15478445375636093,0.039821280933127506
6960,612620,1234.7532078662964,0.015980041921994315,0.14682229421212306,5.4393350141202706E-05,1222.4896224920142,-0.014626569706661516,-473.9508444822685,-0.014734592607683741,-467.0185694179175,0.15418533385280989,0.04090620309706136,0.01634500386373923,454.666551724831,0.01621286224722431,462.0980782694863,0.15478445375636093,0.039821280933127506
6980,607868,1224.8633143311256,0.015926280784014715,0.14687605535010262,5.432407011997788E-05,1212.6948562073176,-0.014606885561786994,-469.90536633596,-0.014714616477149358,-463.04151242502104,0.15418533385280989,0.04090620309706136,0.016325239964528334,450.62519744482097,0.016193416004754435,457.9817619271707,0.15478445375636093,0.039821280933127506
7000,603017,1214.9734207959552,0.015872775135666636,0.1469295609984507,5.4254804116354136E-05,1202.9020717223389,-0.01458720539965505,-465.8607067214281,-0.014694644787352471,-459.06510090485415,0.15418533385280989,0.04090620309706136,0.016305480064196916,446.58466086219545,0.01617397331884257,453.8664381468601,0.15478445375636093,0.039821280933127506
7020,598166,1205.0835272607844,0.015819269488731955,0.1469830666453854,5.418553811267541E-05,1193.1092872295847,-0.014567525237507482,-461.81604710368475,-0.014674673496400127,-455.08853018241587,0.15418533385280989,0.04090620309706136,0.016285720163849805,442.5441242763616,0.016154530254890026,449.75127404448233,0.15478445375636093,0.039821280933127506
7040,593315,1195.193633725614,0.01576576384321062,0.14703657229090678,5.411627210894167E-05,1183.3165027290554,-0.01454784507534429,-457.7713874827301,-0.014654702604276393,-451.11180025770597,0.15418533385280989,0.04090620309706136,0.016265960263487006,438.5035876873197,0.016135086812881883,445.6362696200381,0.15478445375636093,0.039821280933127506
7060,588464,1185.3037401904435,0.015712258199102696,0.14709007793501475,5.404700610515293E-05,1173.5237182207507,-0.014528164913165473,-453.72672785856395,-0.014634732110965453,-447.1349111307238,0.15418533385280989,0.04090620309706136,0.016246200363108528,434.46305109506955,0.016115642992803658,441.5214248735275,0.15478445375636093,0.039821280933127506
7080,583613,1175.413846655273,0.015658752556408168,0.1471435835777093,5.3977740101309206E-05,1163.7309337046709,-0.014508484750971029,-449.6820682311866,-0.014614762016451269,-443.1578628014693,0.15418533385280989,0.04090620309706136,0.01622644046271435,430.4225144996115,0.016096198794640432,437.40673980495126,0.15478445375636093,0.039821280933127506
7100,578762,1165.5239531201023,0.015605246915127022,0.14719708921899044,5.390847409741049E-05,1153.9381491808153,-0.01448880458876096,-445.63740860059767,-0.014594792320718024,-439.1806552699418,0.15418533385280989,0.04090620309706136,0.016206680562304496,426.3819779009453,0.016076754218377495,433.29221441430946,0.15478445375636093,0.039821280933127506
7120,573911,1155.634059584932,0.015551741275259257,0.14725059485885827,5.3839208093456784E-05,1144.1453646491846,-0.014469124426535265,-441.59274896679744,-0.014574823023749567,-435.2032885361411,0.15418533385280989,0.04090620309706136,0.01618692066187894,422.3414412990709,0.016057309264000365,429.17784870160256,0.15478445375636093,0.039821280933127506
7140,569060,1145.7441660497611,0.015498235636804894,0.1473041004973127,5.3769942089448065E-05,1134.3525801097783,-0.014449444264293947,-437.54808932978585,-0.014554854125530196,-431.2257626000668,0.15418533385280989,0.04090620309706136,0.0161671607614377,418.30090469398834,0.016037863931494117,425.0636426668309,0.15478445375636093,0.039821280933127506
7160,564209,1135.8542725145908,0.01544472999976391,0.14735760613435364,5.370067608538437E-05,1124.5597955625967,-0.014429764102036998,-433.5034296895627,-0.014534885626043876,-427.24807746171837,0.15418533385280989,0.04090620309706136,0.016147400860980765,414.2603680856977,0.016018418220844047,420.9495963099949,0.15478445375636093,0.039821280933127506
7180,559358,1125.9643789794202,0.015391224364136313,0.14741111176998126,5.363141008126565E-05,1114.7670110076397,-0.014410083939764423,-429.4587700461283,-0.014514917525274682,-423.2702331210956,0.15418533385280989,0.04090620309706136,0.01612764096050815,410.21983147419866,0.015998972132035664,416.83570963109474,0.15478445375636093,0.039821280933127506
7200,554507,1116.0744854442496,0.015337718729922099,0.14746461740419547,5.3562144077091945E-05,1104.9742264449076,-0.014390403777476227,-425.41411039948247,-0.014494949823206805,-419.29222957819803,0.15418533385280989,0.04090620309706136,0.016107881060019837,406.1792948594918,0.015979525665054044,412.72198263013127,0.15478445375636093,0.039821280933127506
7220,549656,1106.184591909079,0.015284213097121286,0.14751812303699632,5.349287807286324E-05,1095.1814418744,-0.014370723615172405,-421.3694507496252,-0.01447498251982421,-415.31406683302527,0.15418533385280989,0.04090620309706136,0.01608812115951584,402.1387582415767,0.015960078819884472,408.6084153071044,0.15478445375636093,0.039821280933127506
7240,544805,1096.2946983739084,0.015230707465733856,0.14757162866838372,5.342361206857955E-05,1085.3886572961171,-0.014351043452852954,-417.32479109655645,-0.014455015615110978,-411.33574488557696,0.15418533385280989,0.04090620309706136,0.01606836125899615,398.0982216204535,0.015940631596512465,404.49500766201487,0.15478445375636093,0.039821280933127506
7260,539954,1086.4048048387378,0.015177201835759812,0.14762513429835772,5.335434606424085E-05,1075.595872710059,-0.01433136329051788,-413.2801314402763,-0.014435049109051187,-407.3572637358527,0.15418533385280989,0.04090620309706136,0.016048601358460778,394.05768499612225,0.015921183994923087,400.381759694863,0.15478445375636093,0.039821280933127506
7280,535103,1076.5149113035675,0.015123696207199175,0.1476786399269184,5.3285080059847155E-05,1065.8030881162254,-0.01431168312816718,-409.2354717807846,-0.014415083001629032,-403.378623383852,0.15418533385280989,0.04090620309706136,0.016028841457909716,390.0171483685826,0.01590173601510163,396.26867140564866,0.15478445375636093,0.039821280933127506
7300,530252,1066.625017768395,0.015070190580051884,0.14773214555406566,5.3215814055398446E-05,1056.0103035146144,-0.014292002965800845,-405.1908121180808,-0.01439511729282837,-399.39982382957396,0.15418533385280989,0.04090620309706136,0.01600908155734296,385.97661173783416,0.015882287657033603,392.1557427943721,0.15478445375636093,0.039821280933127506
7320,525401,1056.735124233222,0.015016684954318002,0.14778565117979955,5.314654805089475E-05,1046.2175189052277,-0.014272322803418882,-401.1461524521653,-0.014375151982633507,-395.42086507301855,0.15418533385280989,0.04090620309706136,0.01598932165676051,381.9360751038774,0.01586283892070407,388.04297386103394,0.15478445375636093,0.039821280933127506
7340,520550,1046.8452306980491,0.014963179329997524,0.14783915680412,5.3077282046336055E-05,1036.4247342880658,-0.014252642641021296,-397.1014927830387,-0.01435518707102853,-391.44174711418594,0.15418533385280989,0.04090620309706136,0.015969561756162372,377.8955384667126,0.015843389806098316,383.930364605635,0.15478445375636093,0.039821280933127506
7360,515699,1036.9553371628763,0.014909673707090386,0.14789266242702712,5.300801604172236E-05,1026.6319496631281,-0.014232962478608084,-393.05683311070055,-0.0143352225579973,-387.46246995307547,0.15418533385280989,0.04090620309706136,0.015949801855548545,373.85500182633945,0.015823940313201848,379.8179150281753,0.15478445375636093,0.039821280933127506
7380,510848,1027.0654436277034,0.014856168085596666,0.14794616804852084,5.293875003705368E-05,1016.8391650304155,-0.01421328231617925,-389.0121734351511,-0.014315258443524123,-383.48303358968684,0.15418533385280989,0.04090620309706136,0.01593004195491903,369.81446518275834,0.01580449044199973,375.70562512865564,0.15478445375636093,0.039821280933127506
7400,505997,1017.1755500925303,0.014802662465516335,0.14799967366860117,5.286948403232999E-05,1007.0463803899274,-0.01419360215373479,-384.96751375639025,-0.014295294727592977,-379.5034380240196,0.15418533385280989,0.04090620309706136,0.015910282054273823,365.773928535969,0.015785040192477246,371.59349490707604,0.15478445375636093,0.039821280933127506
7420,501146,1007.2856565573574,0.014749156846849392,0.1480531792872681,5.2800218027551304E-05,997.2535957416638,-0.014173921991274705,-380.9228540744179,-0.01427533141018795,-375.5236832560734,0.15418533385280989,0.04090620309706136,0.015890522153612932,361.7333918859715,0.015765589564619896,367.48152436343713,0.15478445375636093,0.039821280933127506
7440,496295,997.3957630221845,0.014695651229595841,0.1481066849045217,5.273095202271763E-05,987.460811085625,-0.014154241828798993,-376.87819438923395,-0.014255368491293243,-371.54376928584765,0.15418533385280989,0.04090620309706136,0.015870762252936352,357.69285523276596,0.015746138558412746,363.36971349773916,0.15478445375636093,0.039821280933127506
7460,490058,984.5389014264597,0.014625915087757036,0.14817642104636047,5.264089640400223E-05,974.7288037572998,-0.01412865482962926,-371.61956381977836,-0.014229414464594543,-366.36907927463136,0.15418533385280989,0.04090620309706136,0.01584507158280954,352.4395851889633,0.0157208489291247,358.0240156448981,0.15478445375636093,0.039821280933127506
7480,470654,944.9793272857679,0.014411892640262757,0.14839044349385475,5.236383238383314E-05,935.5576650151795,-0.01404993417948934,-355.44092503032044,-0.014149568845977204,-350.44700342894765,0.15418533385280989,0.04090620309706136,0.015766031979865182,336.2774385274683,0.015643039152592478,341.5791993773995,0.15478445375636093,0.039821280933127506
7500,451250,905.4197531450761,0.014197870215382697,0.1486044659187348,5.20867683627841E-05,896.3865261486536,-0.013971213529099403,-339.26228618947994,-0.014069729601920114,-334.5223803467563,0.15418533385280989,0.04090620309706136,0.015686992376669796,320.11529181464306,0.015565223320980766,325.1369379569948,0.15478445375636093,0.039821280933127506
7520,431846,865.8601790043845,0.013983847813116892,0.14881848832100059,5.1809704340855115E-05,857.215387157722,-0.013892492878459454,-323.08364729725696,-0.01398989673140561,-318.5952100280331,0.15418533385280989,0.04090620309706136,0.015607952773223384,303.95314505048754,0.015487401433346894,308.69723138370824,0.15478445375636093,0.039821280933127506
7540,412442,826.3006048636927,0.01376982543346527,0.14903251070065218,5.153264031804619E-05,818.0442480423847,-0.013813772227569491,-306.9050083536514,-0.013910070233415927,-302.6654924727537,0.15418533385280989,0.04090620309706136,0.01552891316952594,287.7909982350018,0.015409573488748407,292.26007965756435,0.15478445375636093,0.039821280933127506
7560,393038,786.7410307230009,0.013555803076427913,0.14924653305768953,5.125557629435733E-05,778.8731088026417,-0.013735051576429517,-290.72636935866325,-0.013830250106933891,-286.7332276808939,0.15418533385280989,0.04090620309706136,0.015449873565577477,271.62885136818574,0.01533173948624219,275.82548277858723,0.15478445375636093,0.039821280933127506
7580,373634,747.1814565823091,0.013341780742004762,0.14946055539211273,5.097851226978853E-05,739.7019694384933,-0.01365633092503953,-274.5477303122926,-0.013750436350942452,-270.7984156524294,0.15418533385280989,0.04090620309706136,0.015370833961377985,255.46670445003977,0.015253899424885344,259.3934407468018,0.15478445375636093,0.039821280933127506
7600,354329,707.6218824416173,0.013127502942671405,0.14967483319144612,5.070143422671338E-05,700.528848146643,-0.013577606290649757,-258.36827268128474,-0.013670624926854575,-254.86024999682303,0.15418533385280989,0.04090620309706136,0.015291790358040772,239.30373978170272,0.015176049365076676,242.96312240233965,0.15478445375636093,0.039821280933127506
7620,334925,668.0623083009257,0.012913480653528804,0.14988885548058867,5.042437020038692E-05,661.3577085339982,-0.013498885638760378,-242.18963353227898,-0.013590823909117027,-238.92034336633347,0.15418533385280989,0.04090620309706136,0.015212750753339868,223.14159276102623,0.015098197182882144,226.53619019440302,0.15478445375636093,0.039821280933127506
